image_name,tags
test_798,primary partly_cloudy
test_799,primary clear
test_800,primary clear
test_801,partly_cloudy
test_802,agriculture road
test_803,primary agriculture clear
test_804,primary
test_805,primary clear
test_806,primary clear
test_807,primary agriculture clear
test_808,primary clear
test_809,primary clear
test_810,primary partly_cloudy
test_811,primary clear
test_812,primary clear
test_813,primary clear
test_814,water
test_815,primary clear
test_816,water
test_817,cloudy
test_818,habitation
test_819,primary clear
test_820,primary clear
test_821,primary agriculture clear
test_822,primary clear
test_823,cloudy
test_824,primary clear
test_825,haze primary
test_826,agriculture clear
test_827,primary clear
test_828,primary clear
test_829,primary clear
test_830,cloudy
test_831,primary clear
test_832,primary partly_cloudy
test_833,primary partly_cloudy
test_834,primary clear
test_835,primary clear
test_836,primary clear
test_837,water
test_838,agriculture habitation
test_839,primary clear
test_840,primary clear
test_841,primary clear water
test_842,primary clear
test_843,cloudy
test_844,primary agriculture road
test_845,agriculture clear
test_846,primary agriculture clear road
test_847,primary clear
test_848,cloudy
test_849,cloudy
test_850,primary clear water
test_851,primary clear
test_852,primary
test_853,primary clear
test_854,primary clear
test_855,primary clear
test_856,primary clear
test_857,primary
test_858,haze primary
test_859,primary cultivation
test_860,primary clear
test_861,primary clear
test_862,primary
test_863,primary clear
test_864,primary clear
test_865,cloudy
test_866,primary partly_cloudy
test_867,cloudy
test_868,primary clear
test_869,primary clear
test_870,primary clear
test_871,primary partly_cloudy
test_872,primary clear
test_873,primary clear
test_874,primary clear
test_875,primary partly_cloudy
test_876,primary clear
test_877,primary partly_cloudy
test_878,primary partly_cloudy
test_879,primary
test_880,primary clear
test_881,primary clear
test_882,primary clear
test_883,cloudy
test_884,primary clear
test_885,primary clear
test_886,primary water
test_887,agriculture habitation
test_888,primary partly_cloudy
test_889,haze primary
test_890,primary clear
test_891,primary clear
test_892,primary
test_893,primary partly_cloudy
test_894,primary clear
test_895,clear bare_ground
test_896,primary partly_cloudy
test_897,haze primary
test_898,cloudy
test_899,primary conventional_mine
test_900,primary clear
test_901,primary clear
test_902,cloudy
test_903,primary agriculture partly_cloudy
test_904,primary agriculture
test_905,primary clear
test_906,primary agriculture clear
test_907,primary clear
test_908,primary clear
test_909,primary clear
test_910,cloudy
test_911,primary clear
test_912,primary agriculture clear
test_913,primary agriculture clear
test_914,haze water
test_915,primary clear
test_916,primary clear
test_917,haze primary
test_918,primary clear
test_919,haze primary
test_920,primary clear
test_921,cloudy
test_922,cloudy
test_923,primary clear
test_924,cloudy
test_925,cloudy
test_926,habitation road
test_927,primary clear
test_928,clear road
test_929,primary partly_cloudy
test_930,primary clear water
test_931,primary clear
test_932,primary clear
test_933,primary clear
test_934,primary partly_cloudy
test_935,primary clear water
test_936,primary agriculture
test_937,haze cloudy
test_938,primary clear water
test_939,road
test_940,primary clear
test_941,primary agriculture clear
test_942,primary agriculture
test_943,primary partly_cloudy
test_944,cloudy
test_945,primary clear
test_946,primary clear road
test_947,primary
test_948,primary clear
test_949,primary clear
test_950,primary partly_cloudy
test_951,primary partly_cloudy
test_952,cloudy
test_953,agriculture habitation
test_954,primary partly_cloudy
test_955,primary clear water
test_956,primary partly_cloudy
test_957,primary partly_cloudy
test_958,primary agriculture
test_959,cloudy
test_960,primary partly_cloudy
test_961,primary partly_cloudy
test_962,primary clear
test_963,primary agriculture clear
test_964,primary clear
test_965,primary clear
test_966,primary clear
test_967,primary clear
test_968,primary clear
test_969,primary clear
test_970,primary clear
test_971,primary clear
test_972,primary clear
test_973,primary agriculture partly_cloudy
test_974,primary clear water
test_975,primary clear
test_976,cultivation
test_977,primary agriculture
test_978,primary clear
test_979,primary partly_cloudy
test_980,primary agriculture clear
test_981,primary agriculture
test_982,primary clear
test_983,primary clear
test_984,clear habitation
test_985,primary
test_986,primary clear
test_987,primary clear
test_988,primary clear
test_989,primary clear
test_990,haze primary
test_991,primary clear
test_992,primary clear
test_993,agriculture clear
test_994,primary clear
test_995,primary agriculture clear
test_996,primary clear
test_997,primary clear
test_998,haze primary
test_999,primary clear
test_1000,primary clear
test_1001,primary clear
test_1002,primary clear
test_1003,artisinal_mine
test_1004,primary clear
test_1005,primary clear
test_1006,primary
test_1007,primary clear
test_1008,primary partly_cloudy
test_1009,primary clear
test_1010,cloudy
test_1011,primary clear
test_1012,primary clear
test_1013,primary partly_cloudy
test_1014,primary clear
test_1015,primary agriculture clear
test_1016,primary clear habitation
test_1017,primary
test_1018,primary water
test_1019,primary partly_cloudy
test_1020,primary agriculture clear
test_1021,primary partly_cloudy
test_1022,cloudy
test_1023,primary water
test_1024,primary clear
test_1025,primary clear
test_1026,primary partly_cloudy
test_1027,primary agriculture clear
test_1028,agriculture partly_cloudy
test_1029,haze primary water
test_1030,primary clear
test_1031,primary clear
test_1032,primary water
test_1033,primary partly_cloudy
test_1034,primary clear
test_1035,primary clear
test_1036,primary clear
test_1037,primary clear
test_1038,primary clear road
test_1039,cloudy
test_1040,primary clear
test_1041,primary partly_cloudy
test_1042,water
test_1043,primary
test_1044,primary partly_cloudy
test_1045,primary clear
test_1046,primary water
test_1047,primary clear
test_1048,primary clear
test_1049,primary clear
test_1050,primary clear
test_1051,primary clear
test_1052,primary clear
test_1053,primary clear
test_1054,primary partly_cloudy
test_1055,primary clear water
test_1056,primary
test_1057,primary clear
test_1058,primary agriculture clear
test_1059,primary clear
test_1060,primary clear road
test_1061,primary clear
test_1062,primary partly_cloudy
test_1063,primary clear
test_1064,primary clear
test_1065,primary clear
test_1066,primary clear
test_1067,primary clear
test_1068,cloudy
test_1069,primary agriculture clear cultivation
test_1070,primary agriculture road
test_1071,agriculture road
test_1072,primary clear
test_1073,primary clear
test_1074,primary clear
test_1075,primary road partly_cloudy
test_1076,primary clear
test_1077,primary clear water
test_1078,primary clear
test_1079,primary clear
test_1080,primary clear
test_1081,primary clear
test_1082,primary clear
test_1083,habitation road
test_1084,primary clear
test_1085,primary clear
test_1086,primary clear
test_1087,primary clear water
test_1088,primary clear
test_1089,clear habitation road
test_1090,primary clear
test_1091,primary clear
test_1092,agriculture
test_1093,primary clear
test_1094,primary clear
test_1095,primary clear
test_1096,primary partly_cloudy
test_1097,primary agriculture partly_cloudy
test_1098,haze primary
test_1099,primary clear
test_1100,primary agriculture road
test_1101,cultivation
test_1102,primary agriculture clear
test_1103,primary clear water
test_1104,clear road
test_1105,primary clear
test_1106,primary partly_cloudy
test_1107,primary agriculture
test_1108,primary road
test_1109,cloudy
test_1110,primary clear
test_1111,primary clear
test_1112,primary clear
test_1113,primary clear water
test_1114,cloudy
test_1115,water
test_1116,primary agriculture clear
test_1117,primary partly_cloudy
test_1118,cloudy
test_1119,primary agriculture clear
test_1120,primary clear
test_1121,primary clear
test_1122,primary agriculture clear
test_1123,primary clear
test_1124,primary clear
test_1125,primary clear
test_1126,primary partly_cloudy
test_1127,primary clear
test_1128,primary clear cultivation
test_1129,primary partly_cloudy
test_1130,primary clear
test_1131,cloudy
test_1132,primary cloudy
test_1133,primary clear
test_1134,primary agriculture clear
test_1135,primary clear
test_1136,primary clear
test_1137,primary clear
test_1138,primary clear
test_1139,cloudy
test_1140,primary partly_cloudy
test_1141,primary
test_1142,haze
test_1143,primary clear
test_1144,primary clear
test_1145,primary clear
test_1146,agriculture clear
test_1147,cloudy
test_1148,primary clear
test_1149,cloudy
test_1150,primary clear
test_1151,primary clear
test_1152,primary clear
test_1153,primary clear
test_1154,primary clear
test_1155,primary clear
test_1156,primary
test_1157,haze primary partly_cloudy
test_1158,agriculture
test_1159,primary cloudy
test_1160,primary clear
test_1161,primary cloudy partly_cloudy
test_1162,primary clear water
test_1163,primary
test_1164,clear water
test_1165,primary agriculture clear
test_1166,primary clear
test_1167,primary clear
test_1168,primary agriculture clear
test_1169,primary clear
test_1170,primary clear
test_1171,primary clear
test_1172,primary clear
test_1173,agriculture clear road
test_1174,road
test_1175,primary partly_cloudy
test_1176,primary clear
test_1177,cloudy
test_1178,primary clear
test_1179,primary clear cultivation
test_1180,primary agriculture
test_1181,primary clear
test_1182,primary clear
test_1183,haze cultivation
test_1184,primary partly_cloudy
test_1185,road conventional_mine
test_1186,primary cloudy
test_1187,primary clear
test_1188,primary clear
test_1189,primary clear
test_1190,primary partly_cloudy
test_1191,agriculture road
test_1192,primary clear
test_1193,selective_logging
test_1194,primary clear
test_1195,primary agriculture clear
test_1196,agriculture road
test_1197,agriculture cultivation
test_1198,primary clear
test_1199,primary clear
test_1200,agriculture clear road
test_1201,primary clear
test_1202,clear bare_ground
test_1203,primary clear
test_1204,primary agriculture clear
test_1205,primary clear
test_1206,clear water cloudy
test_1207,primary clear
test_1208,primary partly_cloudy
test_1209,primary agriculture clear
test_1210,primary clear water habitation
test_1211,clear water
test_1212,primary clear
test_1213,primary clear
test_1214,agriculture clear
test_1215,primary clear
test_1216,primary clear
test_1217,primary partly_cloudy
test_1218,road
test_1219,primary partly_cloudy
test_1220,agriculture clear cultivation
test_1221,agriculture cultivation
test_1222,primary clear
test_1223,primary agriculture
test_1224,primary clear
test_1225,primary clear
test_1226,primary agriculture
test_1227,cloudy
test_1228,primary partly_cloudy
test_1229,primary partly_cloudy
test_1230,primary clear water
test_1231,primary agriculture
test_1232,primary
test_1233,primary clear
test_1234,primary clear
test_1235,primary clear
test_1236,primary water
test_1237,agriculture clear
test_1238,haze primary
test_1239,water
test_1240,primary clear
test_1241,primary road
test_1242,primary clear
test_1243,primary clear
test_1244,primary clear
test_1245,haze primary agriculture
test_1246,primary partly_cloudy
test_1247,agriculture clear road
test_1248,primary clear
test_1249,primary clear
test_1250,road
test_1251,primary clear
test_1252,primary agriculture
test_1253,road
test_1254,primary agriculture road
test_1255,primary clear
test_1256,primary partly_cloudy
test_1257,primary clear
test_1258,primary clear
test_1259,agriculture partly_cloudy
test_1260,primary clear
test_1261,primary clear cultivation
test_1262,primary
test_1263,cultivation
test_1264,primary clear
test_1265,primary partly_cloudy
test_1266,primary clear
test_1267,primary clear
test_1268,primary clear
test_1269,primary clear
test_1270,primary clear
test_1271,primary clear
test_1272,primary partly_cloudy
test_1273,primary clear
test_1274,primary clear
test_1275,primary clear
test_1276,agriculture road
test_1277,primary agriculture
test_1278,primary partly_cloudy
test_1279,primary partly_cloudy
test_1280,agriculture
test_1281,primary clear
test_1282,artisinal_mine
test_1283,cloudy
test_1284,primary clear
test_1285,primary clear
test_1286,primary clear
test_1287,primary clear
test_1288,primary clear
test_1289,primary clear
test_1290,water
test_1291,primary clear
test_1292,agriculture clear
test_1293,cultivation
test_1294,primary agriculture partly_cloudy
test_1295,primary partly_cloudy
test_1296,primary agriculture
test_1297,cloudy
test_1298,primary clear
test_1299,primary clear
test_1300,primary agriculture
test_1301,primary clear
test_1302,cloudy
test_1303,primary partly_cloudy
test_1304,primary partly_cloudy
test_1305,primary clear
test_1306,haze primary
test_1307,primary road
test_1308,primary clear
test_1309,primary agriculture
test_1310,primary clear
test_1311,primary agriculture clear
test_1312,primary agriculture partly_cloudy
test_1313,primary agriculture road
test_1314,primary agriculture
test_1315,primary agriculture road
test_1316,primary clear
test_1317,primary clear
test_1318,cultivation
test_1319,primary clear
test_1320,primary clear
test_1321,primary clear
test_1322,primary clear
test_1323,primary partly_cloudy
test_1324,primary clear
test_1325,primary clear
test_1326,primary clear
test_1327,haze primary
test_1328,primary clear
test_1329,agriculture road
test_1330,agriculture cultivation
test_1331,partly_cloudy
test_1332,primary
test_1333,road
test_1334,primary water
test_1335,primary partly_cloudy
test_1336,primary water
test_1337,primary clear
test_1338,clear road
test_1339,primary partly_cloudy
test_1340,cloudy
test_1341,primary clear
test_1342,haze primary
test_1343,primary cloudy partly_cloudy
test_1344,primary clear
test_1345,primary agriculture
test_1346,primary clear
test_1347,primary clear
test_1348,primary clear
test_1349,primary partly_cloudy
test_1350,primary agriculture clear
test_1351,primary clear
test_1352,primary cultivation
test_1353,primary clear road
test_1354,primary partly_cloudy
test_1355,primary agriculture
test_1356,primary clear road
