image_name,tags
test_7006,cloudy
test_7007,primary clear
test_7008,
test_7009,primary water partly_cloudy
test_701,primary agriculture road
test_7010,primary clear habitation road
test_14086,primary clear
test_14087,cloudy
test_14088,primary agriculture clear cultivation
test_14089,primary clear
test_1409,primary clear
test_14090,primary agriculture clear habitation road
test_14091,primary water
test_14092,primary agriculture clear water cloudy
test_14093,primary partly_cloudy
test_14094,haze primary cultivation
test_14095,primary clear water artisinal_mine
test_14096,primary agriculture clear
test_14097,primary agriculture road partly_cloudy
test_14098,primary partly_cloudy
test_14099,primary clear
test_141,primary clear
test_1410,primary clear
test_14100,agriculture road
test_14101,primary clear
test_14102,primary partly_cloudy
test_14103,primary clear
test_14104,primary clear
test_14105,primary agriculture clear road
test_14106,primary clear
test_14107,primary
test_14108,primary agriculture clear cultivation
test_14109,primary clear
test_1411,primary clear
file_12180,primary clear
file_12181,primary clear
file_12182,haze primary cultivation
file_12183,primary clear
file_12184,cloudy
file_12185,primary clear
file_12186,primary clear
file_12187,primary clear
file_12188,primary clear cultivation
file_12189,primary water partly_cloudy
file_1219,primary clear partly_cloudy
file_12190,primary agriculture clear
file_12191,primary agriculture clear
file_12192,
file_12193,primary partly_cloudy
file_12194,primary agriculture clear road
file_12195,haze primary agriculture water road
file_12196,primary clear
file_12197,cloudy
file_5,primary clear
file_50,primary partly_cloudy
file_500,primary clear
file_5000,primary agriculture clear water road
file_5001,primary agriculture clear road
file_5002,primary
file_5003,primary clear
file_5004,primary agriculture clear cultivation
file_5005,primary agriculture road partly_cloudy
file_5006,primary agriculture clear
file_5007,primary road
file_5008,primary clear
file_5009,primary agriculture clear
file_501,primary clear
file_5010,primary clear
file_5011,primary partly_cloudy
file_5012,primary clear water cultivation
file_5013,primary agriculture clear cultivation
file_5014,primary clear
file_5015,primary agriculture clear bare_ground
file_5016,primary
file_5017,primary partly_cloudy
file_5018,primary clear water
test_22776,primary agriculture clear road
test_22777,primary agriculture cultivation
test_22778,primary clear
test_22779,primary partly_cloudy
test_2278,primary agriculture clear
test_22780,primary clear
test_22781,primary clear
test_22782,primary clear
test_22783,primary clear water
test_22784,primary clear water
test_22785,primary clear
test_22786,primary agriculture clear road
test_22787,primary clear water
test_22788,haze primary
test_22789,primary clear
test_2279,primary partly_cloudy
test_22790,haze primary
test_22791,primary clear
test_22792,primary agriculture clear habitation road
test_22793,primary agriculture clear road
test_22794,primary clear
test_22795,primary agriculture clear road
test_22796,primary clear
test_22797,primary
test_22798,primary clear
test_22799,primary clear
test_228,primary clear
test_2280,primary partly_cloudy
file_18699,primary agriculture clear
file_187,primary clear
file_1870,primary clear
file_18700,primary agriculture road partly_cloudy
file_18701,haze primary
file_18702,primary clear
file_18703,primary clear
file_18704,primary agriculture partly_cloudy
file_18705,primary clear
file_18706,primary clear
file_18707,primary clear
file_18708,primary clear water
file_18709,haze primary
file_1871,primary
file_18710,
file_18711,primary clear water artisinal_mine
file_18712,primary clear
file_18713,primary partly_cloudy
file_18714,primary clear cloudy
file_18715,primary clear
file_18716,primary clear water
file_18717,primary clear water
test_5,primary clear
test_50,primary clear
test_500,primary clear
test_5000,primary clear
test_5001,primary clear
test_5002,primary clear
test_5003,primary clear water habitation
test_5004,primary clear
test_5005,primary clear
test_5006,primary partly_cloudy artisinal_mine
test_5007,primary agriculture clear road cultivation
test_5008,primary clear
test_5009,primary agriculture clear road
test_501,primary clear
test_5010,primary agriculture clear
test_36729,primary clear
test_3673,primary clear
test_36730,primary agriculture road partly_cloudy
test_36731,primary clear
test_36732,primary clear
test_36733,primary clear habitation road
test_36734,haze primary
test_36735,primary clear
test_36736,primary clear
test_36737,primary clear
test_36738,primary agriculture clear
test_36739,haze primary water road partly_cloudy
test_3674,primary clear
test_36740,haze primary cloudy
test_36741,primary clear
test_36742,haze primary agriculture cultivation
test_36743,primary clear
test_36744,primary agriculture clear
test_36745,primary partly_cloudy
test_36746,primary clear
test_36747,primary clear
test_36748,primary clear
test_36749,haze primary
test_3675,primary clear
test_36750,primary clear
test_36751,primary clear water artisinal_mine
file_9,primary clear water
file_90,primary clear
file_900,primary cloudy
file_9000,haze primary
file_9001,primary
file_9002,primary clear
file_9003,primary agriculture clear road
file_9004,primary agriculture clear
file_9005,
file_9006,primary agriculture clear road
file_9007,primary clear
file_9008,primary agriculture road partly_cloudy
file_9009,primary clear
file_901,primary clear
file_9010,primary agriculture clear cultivation
file_9011,haze primary
file_9012,primary clear
file_9013,primary agriculture
file_9014,primary partly_cloudy
file_9015,primary agriculture clear water habitation
file_9016,primary clear
file_9017,primary agriculture clear road
file_9018,primary
file_9019,primary clear
file_902,primary clear
file_9020,primary clear
file_9021,primary clear
test_1207,primary clear
test_12070,primary agriculture clear road
test_12071,primary agriculture partly_cloudy
test_12072,haze primary agriculture clear habitation road
test_12073,primary partly_cloudy
test_12074,primary
test_12075,primary clear
test_12076,primary clear
test_12077,primary habitation
test_12078,primary clear
test_12079,primary clear cultivation
test_1208,primary partly_cloudy
test_12080,primary clear
test_12081,primary
test_12082,primary agriculture clear cultivation
test_12083,primary water
test_12084,primary partly_cloudy
test_12085,primary clear
test_12086,primary partly_cloudy
test_12087,primary agriculture road
test_12088,primary clear water
test_12089,cloudy
test_1209,primary clear habitation cultivation
test_12090,primary agriculture clear road
test_12091,primary clear
test_12092,primary clear bare_ground
test_12093,primary clear
test_12094,primary clear
test_12095,primary agriculture partly_cloudy
test_12096,primary agriculture clear
test_12097,primary clear water road artisinal_mine
test_12098,primary agriculture clear road
test_12099,primary clear
test_16743,primary agriculture partly_cloudy
test_16744,primary clear
test_16745,primary agriculture clear cultivation
test_16746,primary clear
test_16747,primary agriculture
test_16748,primary clear water
test_16749,primary clear
test_1675,primary
test_16750,haze primary agriculture clear water bare_ground
test_16751,primary clear
test_16752,primary clear
test_16753,primary agriculture road cultivation partly_cloudy
test_16754,primary clear
test_16755,primary partly_cloudy
test_16756,primary partly_cloudy
test_16757,primary clear
test_16758,primary cultivation partly_cloudy
test_16759,primary clear
test_8597,primary clear
test_8598,primary clear
test_8599,primary water
test_86,primary clear
test_860,primary clear
test_8600,primary clear
test_8601,primary partly_cloudy
test_8602,primary agriculture clear
test_8603,primary agriculture road partly_cloudy
test_8604,primary clear
test_8605,primary clear
test_8606,primary clear
test_8607,primary agriculture road
test_8608,primary clear
test_8609,primary
test_861,primary clear
test_8610,primary
test_8611,primary partly_cloudy
test_8612,primary
test_8613,primary agriculture habitation road partly_cloudy
test_8614,primary partly_cloudy
test_8615,primary clear water
test_8616,primary clear
test_8617,primary clear
test_8618,primary clear
test_8619,haze primary
test_862,primary habitation road partly_cloudy
test_8620,primary clear
file_14080,primary clear
file_14081,primary clear water
file_14082,primary partly_cloudy
file_14083,primary clear
file_14084,primary clear
file_14085,primary agriculture clear
file_14086,primary clear
file_14087,primary clear
file_14088,primary clear
file_14089,primary clear
file_1409,primary agriculture cultivation partly_cloudy
file_14090,primary clear
file_14091,haze primary cloudy
file_14092,cloudy partly_cloudy
file_14093,primary agriculture clear road cultivation
file_14094,primary partly_cloudy
file_14095,primary agriculture road
file_14096,primary clear habitation road
file_14097,primary partly_cloudy
file_14098,primary agriculture clear water cultivation
file_14099,primary agriculture clear cultivation
file_141,primary clear partly_cloudy
file_1410,primary partly_cloudy
file_14100,primary agriculture clear water
file_14101,primary clear
file_14102,primary clear
file_14103,primary clear
test_21157,primary clear
test_21158,haze primary
test_21159,cloudy
test_2116,primary clear
test_21160,primary agriculture clear water
test_21161,primary
test_21162,primary clear water
test_21163,primary clear
test_21164,haze primary
test_21165,primary agriculture clear road
test_21166,primary clear
test_21167,primary clear
test_21168,cloudy
test_21169,primary clear
test_2117,primary clear
test_21170,haze primary
test_21171,primary clear
test_21172,primary clear habitation road
test_21173,primary clear
test_21174,primary clear road
test_21175,primary clear
test_21176,primary clear
test_21177,primary clear water
test_21178,primary clear cultivation
test_21179,primary partly_cloudy
test_2118,primary clear
test_21180,primary clear
test_21181,primary partly_cloudy
test_21182,primary clear
test_21183,primary road partly_cloudy
test_21184,haze primary
test_21185,primary clear
test_30199,primary partly_cloudy
test_302,primary clear
test_3020,primary clear
test_30200,primary agriculture clear habitation road
test_30201,primary
test_30202,primary partly_cloudy
test_30203,primary clear
test_30204,primary clear water
test_30205,primary clear
test_30206,primary clear
test_30207,primary agriculture clear water habitation
test_30208,primary agriculture clear road
test_30209,primary agriculture
test_3021,primary clear
test_30210,primary clear
test_30211,primary clear
test_30212,primary clear
test_30213,primary
test_30214,primary clear
test_30215,primary clear
test_30216,primary partly_cloudy
test_30217,primary partly_cloudy
test_30218,primary clear
test_30219,primary clear water
test_3022,primary agriculture clear water
test_30220,primary clear
test_30221,primary agriculture clear road
test_30222,primary clear
test_30223,primary clear
test_30224,primary clear
test_2583,primary clear
test_25830,primary partly_cloudy
test_25831,haze primary water
test_25832,primary agriculture clear road cultivation
test_25833,primary clear
test_25834,
test_25835,primary clear
test_25836,primary agriculture cultivation
test_25837,primary clear
test_25838,primary agriculture road
test_25839,primary agriculture clear
test_2584,primary clear
test_25840,primary agriculture clear
test_25841,primary clear
test_25842,primary agriculture clear water
test_25843,primary agriculture
test_25844,primary clear
test_25845,primary clear
test_25846,haze primary agriculture road
test_25847,primary clear
test_25848,primary clear
test_25849,primary agriculture road
test_2585,primary agriculture clear
test_25850,primary agriculture partly_cloudy
test_25851,primary agriculture
test_25852,primary agriculture clear habitation road
test_25853,primary clear water road bare_ground
test_25854,cloudy
test_25855,primary clear road bare_ground
test_25856,primary clear
test_25857,primary agriculture clear
test_25858,primary agriculture clear
test_25859,primary clear
test_2586,haze primary
test_25860,primary clear
file_6593,primary clear
file_6594,haze primary clear
file_6595,primary clear
file_6596,haze primary water
file_6597,primary clear
file_6598,primary clear
file_6599,primary agriculture clear road cultivation bare_ground
file_66,primary clear
file_660,primary clear
file_6600,primary partly_cloudy
file_6601,cloudy
file_6602,primary clear
file_6603,primary agriculture
file_6604,primary clear water road
file_6605,primary clear
file_6606,primary clear
file_6607,primary agriculture clear cultivation
file_6608,haze primary
file_6609,primary clear
file_661,primary partly_cloudy
file_6610,primary agriculture clear
file_6611,primary clear cultivation
file_6612,primary clear
file_6613,primary
file_6614,primary water partly_cloudy
file_6615,primary partly_cloudy
file_6616,primary clear
file_6617,primary agriculture clear
file_6618,primary clear
file_6619,primary clear
file_662,primary agriculture clear road
file_6620,primary clear
file_6621,primary agriculture clear
file_10715,primary agriculture clear habitation road
file_10716,clear water
file_10717,primary agriculture clear road
file_10718,cloudy
file_10719,primary clear
file_1072,primary agriculture clear road
file_10720,primary agriculture road partly_cloudy
file_10721,primary agriculture clear water
file_10722,primary clear road
file_10723,primary
file_10724,haze primary water
file_10725,primary cloudy
file_10726,primary clear
file_10727,haze primary
file_10728,primary clear
file_10729,
file_1073,primary water partly_cloudy
file_10730,primary agriculture road partly_cloudy
file_10731,primary partly_cloudy
file_10732,primary agriculture road partly_cloudy
file_10733,primary partly_cloudy
file_10734,primary clear
file_10735,primary agriculture clear
file_10736,primary clear
file_10737,primary clear
file_10738,primary clear
test_34992,primary clear
test_34993,primary clear water
test_34994,primary clear
test_34995,primary clear
test_34996,cloudy
test_34997,primary clear
test_34998,primary clear
test_34999,primary clear cultivation
test_35,primary clear
test_350,primary agriculture road
test_3500,primary clear
test_35000,primary agriculture partly_cloudy
test_35001,primary clear
test_35002,primary partly_cloudy
test_35003,primary clear
test_35004,primary clear
test_35005,primary agriculture partly_cloudy
test_35006,haze primary
test_35007,haze primary
test_35008,primary clear
test_35009,primary clear
test_10594,primary clear
test_10595,haze primary
test_10596,primary agriculture road
test_10597,primary agriculture clear road
test_10598,primary agriculture clear road
test_10599,primary clear
test_106,primary
test_1060,primary clear road
test_10600,primary clear water
test_10601,primary clear
test_10602,primary agriculture clear water cultivation
test_10603,primary clear
test_10604,haze primary
test_10605,primary clear
test_10606,primary clear
test_10607,primary clear
test_10608,haze primary
test_10609,primary clear partly_cloudy
test_1061,primary clear
test_10610,primary clear
test_10611,primary clear water artisinal_mine
test_10612,haze primary
test_10613,primary partly_cloudy
test_10614,haze primary agriculture water cultivation
test_10615,primary clear cultivation
test_10616,primary clear
test_10617,primary water partly_cloudy
file_3937,primary clear
file_3938,primary agriculture habitation road
file_3939,primary agriculture clear habitation road
file_394,primary partly_cloudy
file_3940,primary clear
file_3941,primary partly_cloudy
file_3942,primary clear
file_3943,primary agriculture clear cloudy
file_3944,primary clear
file_3945,primary agriculture cultivation partly_cloudy
file_3946,primary agriculture clear road
file_3947,primary agriculture clear road
file_3948,primary clear
file_3949,primary clear
file_395,primary agriculture water partly_cloudy
file_3950,primary clear
file_3951,primary partly_cloudy
file_3952,primary agriculture clear habitation road
file_3953,primary agriculture partly_cloudy
file_3954,primary clear
file_3955,primary agriculture clear cultivation
file_3956,primary clear
file_3957,primary agriculture clear cultivation
file_3958,primary agriculture
file_3959,primary clear
file_396,primary agriculture clear road
file_3960,primary clear
file_3961,primary clear water road
test_40484,primary clear
test_40485,primary clear
test_40486,primary clear
test_40487,haze primary agriculture water cloudy
test_40488,primary clear
test_40489,primary clear
test_4049,primary clear
test_40490,primary clear
test_40491,primary clear
test_40492,cloudy
test_40493,primary partly_cloudy
test_40494,primary water cloudy
test_40495,primary
test_40496,primary agriculture clear
test_40497,primary clear
test_40498,primary agriculture clear road
test_40499,primary clear water
test_405,primary clear water
test_4050,primary clear
test_40500,primary partly_cloudy
test_40501,primary clear
test_40502,primary clear
test_40503,primary agriculture clear habitation road
test_40504,haze primary
test_40505,primary clear water
test_40506,primary clear water
test_40507,primary agriculture clear
test_40508,primary partly_cloudy
test_40509,primary partly_cloudy
test_4051,primary clear water
file_2,primary clear
file_20,primary partly_cloudy
file_200,haze primary
file_2000,primary agriculture clear
file_20000,primary clear road
file_20001,primary clear
file_20002,primary clear water road partly_cloudy
file_20003,primary clear
file_20004,primary cloudy partly_cloudy
file_20005,primary clear
file_20006,haze
file_20007,primary agriculture clear cultivation
file_20008,primary clear
file_20009,primary
file_2001,primary clear
file_20010,primary cloudy partly_cloudy
file_20011,cloudy
file_20012,primary clear
file_20013,primary clear habitation cultivation
file_20014,primary clear water
file_20015,primary agriculture clear road
file_20016,primary clear
file_20017,primary partly_cloudy
file_20018,haze primary
file_20019,primary partly_cloudy
file_2002,primary road cloudy
file_20020,primary clear
file_20021,primary clear water
file_20022,primary water
file_20023,primary clear
file_20024,primary clear
test_15432,primary clear cultivation
test_15433,primary
test_15434,primary agriculture road
test_15435,haze primary
test_15436,primary clear
test_15437,primary agriculture clear
test_15438,primary agriculture road
test_15439,cloudy
test_1544,primary water
test_15440,primary agriculture clear road
test_15441,primary agriculture clear road
test_15442,primary clear
test_15443,primary agriculture water road partly_cloudy
test_15444,primary clear
test_15445,primary clear
test_15446,primary clear road
test_15447,primary clear water
test_15448,primary clear
test_15449,primary clear
test_1545,primary clear
test_15450,primary partly_cloudy
test_15451,primary clear
test_38443,primary agriculture
test_38444,primary agriculture clear road
test_38445,primary clear water
test_38446,primary clear
test_38447,primary partly_cloudy
test_38448,haze primary agriculture clear habitation
test_38449,primary agriculture road partly_cloudy
test_3845,primary clear
test_38450,primary clear
test_38451,primary clear
test_38452,haze primary water
test_38453,primary clear
test_38454,primary clear
test_38455,primary agriculture road
test_38456,primary clear
test_38457,primary clear
test_38458,primary clear
test_38459,primary partly_cloudy
test_3846,primary clear
test_38460,primary clear
file_17514,primary partly_cloudy
file_17515,primary clear
file_17516,primary clear
file_17517,primary clear
file_17518,primary clear
file_17519,primary clear
file_1752,primary clear
file_17520,primary clear
file_17521,primary water partly_cloudy
file_17522,primary agriculture clear road
file_17523,primary clear blow_down
file_17524,primary clear water
file_17525,primary clear
file_17526,primary clear
file_17527,primary clear
file_17528,primary clear
file_17529,primary agriculture clear road cultivation
file_1753,primary clear
file_17530,primary clear
file_17531,primary clear
file_17532,primary partly_cloudy
file_17533,primary clear
file_17534,primary partly_cloudy
file_17535,primary
file_17536,primary partly_cloudy
file_17537,clear habitation road
file_17538,primary agriculture road
test_18530,primary clear water
test_18531,primary clear
test_18532,primary
test_18533,primary partly_cloudy
test_18534,primary clear
test_18535,primary partly_cloudy
test_18536,primary clear
test_18537,primary agriculture clear habitation cultivation
test_18538,primary clear
test_18539,primary agriculture clear
test_1854,primary clear
test_18540,primary agriculture road
test_18541,primary
test_18542,primary agriculture clear habitation road
test_18543,primary clear water
test_18544,primary agriculture partly_cloudy
test_18545,primary agriculture partly_cloudy
test_18546,primary agriculture partly_cloudy
test_18547,primary clear water
test_18548,primary clear
test_18549,primary clear
test_1855,primary agriculture road
test_18550,primary agriculture clear
test_18551,primary clear
test_18552,primary agriculture clear
test_18553,cloudy
test_18554,primary agriculture cultivation partly_cloudy
test_18555,primary clear
test_18556,primary clear
test_18557,cloudy
test_18558,primary agriculture clear road cultivation
test_18559,haze primary road
test_1856,primary clear
test_27000,primary
test_27001,primary agriculture clear water
test_27002,primary clear
test_27003,primary clear
test_27004,primary clear
test_27005,primary partly_cloudy
test_27006,primary agriculture clear
test_27007,primary clear water cultivation
test_27008,primary clear
test_27009,primary clear
test_2701,primary clear
test_27010,primary clear water
test_27011,primary partly_cloudy
test_27012,primary clear
test_27013,primary clear
test_27014,primary clear
test_27015,primary agriculture clear cultivation
test_27016,haze primary agriculture cultivation
test_31538,primary clear
test_31539,primary clear
test_3154,primary clear
test_31540,primary partly_cloudy
test_31541,primary clear cloudy
test_31542,primary agriculture partly_cloudy
test_31543,primary clear
test_31544,primary agriculture clear
test_31545,primary clear
test_31546,
test_31547,primary
test_31548,primary clear water
test_31549,primary clear
test_3155,primary partly_cloudy
test_31550,primary clear road
test_31551,primary water
test_31552,primary clear
test_31553,primary clear
test_31554,haze primary
test_31555,primary clear
test_31556,primary clear
test_31557,primary clear
test_31558,primary agriculture clear road cultivation
test_31559,primary agriculture clear road
test_3156,primary partly_cloudy
test_31560,haze primary agriculture
test_31561,primary clear water cultivation
test_18560,primary agriculture clear
test_18578,primary clear
test_1860,primary clear
test_18618,primary clear
test_18636,primary clear
test_18654,primary clear
test_18672,primary clear water partly_cloudy
test_18702,primary clear
test_18720,primary clear
test_18740,primary clear water
test_18766,primary clear
test_18793,primary clear water road
test_1881,primary clear
test_1883,primary clear water
test_18851,haze primary road
test_18871,primary clear
test_1889,primary clear
test_18912,primary agriculture clear water
test_18929,primary clear
test_18947,cloudy
test_18973,primary partly_cloudy
test_18993,primary clear
test_19010,primary agriculture clear water
file_14823,primary clear partly_cloudy
file_14824,haze primary
file_14825,cloudy
file_14826,primary partly_cloudy
file_14827,haze primary
file_14828,primary agriculture clear road
file_14829,primary clear
file_1483,primary agriculture clear
file_14830,primary agriculture clear
file_14831,primary
file_14832,primary clear
file_14833,primary clear
file_14834,primary clear
file_14835,primary clear
file_14836,primary agriculture clear habitation road
file_14837,haze primary cloudy
file_14838,primary clear
file_14839,primary clear
file_1484,primary clear
file_14840,primary agriculture clear
file_14841,primary clear
file_14842,primary clear road
file_14843,primary clear water cloudy
file_14844,primary agriculture partly_cloudy
file_14845,primary agriculture road partly_cloudy
test_6,primary partly_cloudy
test_60,primary clear
test_600,primary clear
test_6000,primary clear
test_6001,primary agriculture clear cultivation
test_6002,clear road
test_6003,cloudy
test_6004,primary clear water artisinal_mine
test_6005,primary partly_cloudy
test_6006,primary agriculture clear road
test_6007,primary water partly_cloudy
test_6008,primary agriculture clear water road
test_6009,primary partly_cloudy
test_601,primary agriculture clear road cultivation
test_6010,haze primary
test_6011,cloudy
test_6012,primary clear
test_6013,primary clear cultivation
test_6014,primary agriculture clear
test_6015,primary clear
test_6016,primary partly_cloudy
test_6017,haze primary agriculture clear
test_6018,primary clear
test_6019,road
test_602,cloudy
test_6020,primary agriculture clear cultivation
test_6021,primary clear water
test_6022,cloudy
test_6023,primary clear water partly_cloudy
test_6024,primary clear
test_6025,haze primary
test_24483,primary agriculture clear cultivation
test_24484,primary clear cultivation
test_24485,primary clear
test_24486,primary agriculture clear water habitation
test_24487,primary clear
test_24488,primary clear
test_24489,primary
test_2449,primary clear
test_24490,primary agriculture clear water cultivation
test_24491,primary clear
test_24492,primary clear water cultivation
test_24493,primary clear
test_24494,primary clear
test_24495,primary clear
test_24496,primary clear
test_24497,primary clear
test_24498,road
test_24499,primary clear
test_245,primary clear
test_2450,primary road
test_24500,primary clear
test_24501,primary agriculture clear road
test_24502,primary clear
test_24503,primary agriculture clear cultivation
test_24504,primary agriculture clear
test_24505,primary clear
test_24506,primary clear
test_24507,primary clear cultivation
test_24508,primary clear
test_24509,primary
test_2451,primary clear
test_24510,primary clear
test_24511,primary agriculture clear
file_20025,primary agriculture clear
file_20054,cloudy
file_20082,primary clear water road artisinal_mine
file_20107,primary agriculture clear bare_ground
file_20128,primary clear
file_20153,primary clear
file_20177,primary agriculture clear habitation road
file_2020,haze primary
file_20231,cloudy
file_20258,primary
file_20280,primary agriculture partly_cloudy
file_20301,primary agriculture clear
file_20328,primary
file_20347,primary clear water habitation road selective_logging
file_20368,primary clear
file_20389,primary clear
file_20409,primary clear
test_12993,primary clear
test_12994,primary clear
test_12995,primary clear
test_12996,primary clear
test_12997,primary agriculture clear road
test_12998,primary partly_cloudy
test_12999,primary clear
test_13,primary agriculture clear
test_130,primary clear
test_1300,primary agriculture clear road
test_13000,primary clear
test_13001,primary partly_cloudy
test_13002,primary clear
test_13003,primary clear
test_13004,primary clear
test_13005,primary agriculture clear road
test_13006,primary agriculture partly_cloudy
test_13007,primary clear water partly_cloudy
test_13008,primary clear
test_13009,primary agriculture clear cultivation
test_1301,primary clear
test_13010,primary agriculture clear
test_13011,primary clear
test_13012,primary clear
test_13013,primary partly_cloudy
test_13014,primary
test_13015,primary partly_cloudy
test_13016,primary clear
test_13017,primary clear
test_13018,primary agriculture clear
test_13019,primary agriculture clear habitation road
test_1302,
test_13020,primary agriculture clear cultivation
test_13021,clear water
test_9353,primary agriculture clear road
test_9354,primary clear water
test_9355,water
test_9356,haze primary
test_9357,primary clear
test_9358,primary clear water road
test_9359,primary clear
test_936,primary
test_9360,primary clear
test_9361,primary clear
test_9362,primary
test_9363,cloudy
test_9364,primary clear
test_9365,primary
test_9366,primary clear
test_9367,cloudy
test_9368,primary clear
test_9369,primary clear
test_937,haze primary agriculture water road
test_9370,primary clear road
test_9371,primary clear
test_9372,primary clear
test_9373,primary agriculture clear road
test_9374,primary agriculture clear road
test_9375,primary agriculture cultivation partly_cloudy
test_9376,primary clear water
test_9377,primary clear
test_9378,primary agriculture clear road
test_9379,primary clear
test_33760,primary water partly_cloudy
test_33761,primary clear
test_33762,cloudy
test_33763,primary agriculture clear
test_33764,primary clear
test_33765,primary agriculture clear cultivation
test_33766,haze primary
test_33767,primary cloudy
test_33768,primary agriculture clear cultivation
test_33769,primary partly_cloudy
test_3377,primary clear
test_33770,primary clear
test_33771,primary clear
test_33772,primary habitation road partly_cloudy
test_33773,primary clear
test_33774,primary clear road
test_33775,primary partly_cloudy
test_33776,primary agriculture clear
test_33777,primary clear
test_33778,primary clear
test_33779,primary agriculture partly_cloudy
test_3378,primary clear water
test_33780,primary
file_5604,primary
file_5605,primary
file_5606,primary agriculture road partly_cloudy
file_5607,water cloudy
file_5608,primary agriculture clear
file_5609,primary clear
file_561,primary agriculture road partly_cloudy
file_5610,primary agriculture clear
file_5611,primary clear
file_5612,primary clear
file_5613,primary cultivation partly_cloudy
file_5614,primary agriculture clear water road
file_5615,agriculture clear road
file_5616,primary clear road
file_5617,primary clear water road
file_5618,agriculture
file_5619,primary clear
file_562,primary agriculture road
file_5620,primary clear water cloudy
file_5621,primary clear
file_5622,primary partly_cloudy
file_5623,haze primary cloudy
file_5624,primary agriculture clear water road
file_5625,primary clear
file_5626,primary agriculture clear
file_5627,primary clear water
file_5628,primary clear
file_5629,haze primary
file_563,primary clear road
test_37793,primary agriculture clear habitation road cultivation
