image_name,tags
test_100,primary clear water
test_101,cloudy
test_102,primary clear road
test_103,primary water road partly_cloudy
test_104,primary agriculture partly_cloudy
test_105,primary clear road
test_106,cloudy
test_107,primary clear water
test_108,primary agriculture clear
test_109,cloudy
test_110,primary agriculture partly_cloudy
test_111,primary water partly_cloudy
test_112,primary partly_cloudy
test_113,cloudy
test_114,primary water partly_cloudy
test_115,primary cultivation partly_cloudy
test_116,primary partly_cloudy
test_117,primary agriculture water partly_cloudy
test_118,primary clear
test_119,primary clear
test_120,cloudy
test_121,primary clear
test_122,primary agriculture clear water road
test_123,primary agriculture water road partly_cloudy
test_124,primary water partly_cloudy
test_125,primary water partly_cloudy
test_126,primary clear water
test_127,cloudy
test_128,primary water partly_cloudy
test_129,primary clear
test_130,primary agriculture road partly_cloudy
test_131,primary agriculture road cultivation partly_cloudy
test_132,primary clear water
test_133,primary water partly_cloudy
test_134,primary water partly_cloudy
test_135,primary clear water
test_136,primary agriculture clear water road
test_137,primary agriculture clear road
test_138,primary partly_cloudy
test_139,primary water partly_cloudy
test_140,primary agriculture partly_cloudy
test_141,haze primary water
test_142,primary clear water
test_143,primary water partly_cloudy
test_144,primary water partly_cloudy
test_145,primary clear water road
test_146,primary water road cultivation partly_cloudy
test_147,primary clear water
test_148,primary partly_cloudy
test_149,primary agriculture road partly_cloudy
test_150,primary clear water road
test_151,primary clear
test_152,primary agriculture clear water road
test_153,primary clear water
test_154,primary agriculture water road cultivation partly_cloudy
test_155,haze primary water
test_156,primary water partly_cloudy
test_157,haze primary water
test_158,primary agriculture water road partly_cloudy
test_159,cloudy
test_160,primary water partly_cloudy
test_161,primary clear water
test_162,cloudy
test_163,cloudy
test_164,primary water partly_cloudy
test_165,cloudy
test_166,haze primary water
test_167,primary water road partly_cloudy
test_168,haze primary
test_169,primary agriculture partly_cloudy
test_170,primary partly_cloudy
test_171,cloudy
test_172,cloudy
test_173,primary agriculture clear water road
test_174,primary clear road
test_175,primary agriculture clear water road
test_176,primary partly_cloudy
test_177,primary water partly_cloudy
test_178,cloudy
test_179,primary clear water
test_180,primary agriculture clear road
test_181,primary agriculture water road partly_cloudy
test_182,primary partly_cloudy
test_183,cloudy
test_184,haze primary water
test_185,primary water partly_cloudy
test_186,primary agriculture clear
test_187,primary agriculture water partly_cloudy
test_188,primary clear water road
test_189,primary agriculture clear
test_190,primary water partly_cloudy
test_191,primary clear
test_192,cloudy
test_193,primary clear
test_194,primary clear water
test_195,primary water partly_cloudy
test_196,primary clear water
test_197,haze primary water
test_198,primary clear water
test_199,primary clear water road
test_200,haze primary water
test_201,cloudy
test_202,primary agriculture clear water road
test_203,primary clear
test_204,haze primary water
test_205,primary partly_cloudy
test_206,primary clear water
test_207,primary partly_cloudy
test_208,cloudy
test_209,haze primary
test_210,primary partly_cloudy
test_211,primary clear
test_212,primary water partly_cloudy
test_213,primary agriculture partly_cloudy
test_214,primary road partly_cloudy
test_215,primary clear water
test_216,primary clear road
test_217,primary water partly_cloudy
test_218,primary clear water
test_219,primary agriculture water partly_cloudy
test_220,cloudy
test_221,cloudy
test_222,cloudy
test_223,primary clear
test_224,primary agriculture clear water
test_225,primary clear road
test_226,primary clear water road
test_227,primary clear water
test_228,primary clear water
test_229,primary clear road
test_230,primary water partly_cloudy
test_231,primary water partly_cloudy
test_232,primary water partly_cloudy
test_233,haze primary water
test_234,primary road partly_cloudy
test_235,primary clear road
test_236,primary clear
test_237,primary partly_cloudy
test_238,primary agriculture partly_cloudy
test_239,primary water partly_cloudy
test_240,primary agriculture clear water road
test_241,primary water partly_cloudy
test_242,primary clear water
test_243,primary clear
test_244,primary clear water
test_245,primary clear water road
test_246,haze primary
test_247,primary clear water road
test_248,primary clear water
test_249,primary clear water
test_250,primary clear
test_251,primary clear
test_252,primary clear water
test_253,primary partly_cloudy
test_254,primary clear water
test_255,cloudy
test_256,cloudy
test_257,primary agriculture clear road
test_258,primary clear road
test_259,primary agriculture clear water road
test_260,haze primary water
test_261,primary agriculture clear water road
test_262,primary clear water
test_263,primary clear water
test_264,cloudy
test_265,primary water partly_cloudy
test_266,primary partly_cloudy
test_267,primary water partly_cloudy
test_268,primary partly_cloudy
test_269,primary agriculture clear road
test_270,primary clear water
test_271,primary agriculture clear road
test_272,primary clear
test_273,cloudy
test_274,primary clear water
test_275,cloudy
test_276,cloudy
test_277,cloudy
test_278,primary clear water
test_279,primary partly_cloudy
test_280,primary partly_cloudy
test_281,cloudy
test_282,primary clear water
test_283,primary clear road
test_284,primary water road partly_cloudy
test_285,primary agriculture clear bare_ground
test_286,primary clear water road
test_287,primary water partly_cloudy
test_288,primary agriculture clear
test_289,primary clear water
test_290,primary clear water road
test_291,primary clear water
test_292,haze primary water
test_293,primary clear water
test_294,primary agriculture clear water road
test_295,cloudy
test_296,primary partly_cloudy
test_297,haze primary water
test_298,cloudy
test_299,primary clear
test_300,primary partly_cloudy
test_301,primary water partly_cloudy
test_302,primary agriculture clear water road
test_303,primary agriculture road partly_cloudy
test_304,primary water partly_cloudy
test_305,cloudy
test_306,primary clear water
test_307,primary agriculture partly_cloudy
test_308,primary water partly_cloudy
test_309,haze primary
test_310,cloudy
test_311,haze primary
test_312,cloudy
test_313,primary water partly_cloudy
test_314,cloudy
test_315,primary clear
test_316,cloudy
test_317,primary clear
test_318,primary partly_cloudy
test_319,primary water partly_cloudy
test_320,primary agriculture clear water road
test_321,cloudy
test_322,cloudy
test_323,cloudy
test_324,primary clear water
test_325,primary water partly_cloudy
test_326,primary agriculture clear water road
test_327,haze primary
test_328,primary clear road
test_329,primary clear water
test_330,primary clear water
test_331,cloudy
test_332,primary agriculture clear water
test_333,primary water partly_cloudy
test_334,cloudy
test_335,primary partly_cloudy
test_336,primary agriculture partly_cloudy
test_337,primary clear water
test_338,primary clear water
test_339,primary water partly_cloudy
test_340,primary water road partly_cloudy
test_341,primary agriculture water partly_cloudy
test_342,cloudy
test_343,primary clear water road
test_344,primary clear water
test_345,primary agriculture road partly_cloudy
test_346,haze primary
test_347,cloudy
test_348,primary water partly_cloudy
test_349,cloudy
test_350,primary agriculture clear water road
test_351,haze primary water
test_352,primary clear water
test_353,cloudy
test_354,haze primary
test_355,haze primary water road
test_356,haze primary water
test_357,primary partly_cloudy
test_358,cloudy
test_359,primary clear water
test_360,primary clear water
test_361,cloudy
test_362,haze primary water
test_363,primary partly_cloudy
test_364,cloudy
test_365,haze primary
test_366,cloudy
test_367,primary water partly_cloudy
test_368,primary water partly_cloudy
test_369,primary clear water road
test_370,primary clear road
test_371,haze primary
test_372,primary partly_cloudy
test_373,cloudy
test_374,cloudy
test_375,primary partly_cloudy
test_376,cloudy
test_377,primary water partly_cloudy
test_378,primary partly_cloudy
test_379,cloudy
test_380,primary agriculture road partly_cloudy
test_381,primary agriculture water road partly_cloudy
test_382,primary agriculture clear water
test_383,primary clear
test_384,primary water partly_cloudy
test_385,cloudy
test_386,cloudy
test_387,cloudy
test_388,cloudy
test_389,cloudy
test_390,primary agriculture water partly_cloudy
test_391,primary water partly_cloudy
test_392,primary agriculture partly_cloudy
test_393,primary water partly_cloudy
test_394,primary clear road
test_395,primary water partly_cloudy
test_396,primary clear water
test_397,primary clear water
test_398,primary water partly_cloudy
test_399,primary clear water
test_400,haze primary
test_401,cloudy
test_402,cloudy
test_403,primary clear water
test_404,primary partly_cloudy
test_405,primary clear water
test_406,cloudy
test_407,haze primary
test_408,primary clear water
test_409,primary clear water road
test_410,cloudy
test_411,primary clear water
test_412,primary water partly_cloudy
test_413,haze primary water
test_414,cloudy
test_415,haze primary
test_416,primary clear water
test_417,primary clear water road
test_418,cloudy
test_419,primary water partly_cloudy
test_420,primary clear water road
test_421,cloudy
test_422,primary clear water
test_423,cloudy
test_424,primary clear water road
test_425,primary partly_cloudy
test_426,primary clear road
test_427,primary agriculture clear water
test_428,primary agriculture water partly_cloudy
test_429,primary clear
test_430,primary agriculture clear road
test_431,primary clear
test_432,cloudy
test_433,primary clear
test_434,haze primary water
test_435,primary clear water
test_436,cloudy
test_437,primary clear water road
test_438,primary clear
test_439,primary clear water
test_440,primary water partly_cloudy
test_441,primary clear water road
test_442,primary water partly_cloudy
test_443,cloudy
test_444,primary water partly_cloudy
test_445,haze primary water
test_446,primary agriculture partly_cloudy
test_447,primary clear water
test_448,primary agriculture clear
test_449,cloudy
test_450,primary partly_cloudy
test_451,cloudy
test_452,primary water partly_cloudy
test_453,haze primary water
test_454,haze primary water
test_455,primary clear water
test_456,cloudy
test_457,haze primary water
test_458,primary clear water
test_459,cloudy
test_460,primary agriculture road partly_cloudy
test_461,haze primary water road
test_462,primary agriculture partly_cloudy
test_463,primary clear
test_464,primary clear
test_465,primary clear water
test_466,haze primary water
test_467,primary water partly_cloudy
test_468,primary clear water
test_469,primary agriculture clear road
test_470,haze primary water
test_471,primary clear water
test_472,primary partly_cloudy
test_473,primary clear water
test_474,primary agriculture clear road
test_475,primary clear water
test_476,primary agriculture partly_cloudy
test_477,primary clear water road
test_478,primary clear water
test_479,cloudy
test_480,primary agriculture clear
test_481,primary road partly_cloudy
test_482,haze primary
test_483,primary water partly_cloudy
test_484,cloudy
test_485,haze primary water
test_486,haze primary water
test_487,primary water partly_cloudy
test_488,primary clear road
test_489,primary clear water
test_490,haze primary water
test_491,primary clear water
test_492,primary clear water
test_493,primary clear water
test_494,primary clear
test_495,primary clear water
test_496,primary water partly_cloudy
test_497,primary clear water
test_498,haze primary
test_499,cloudy
test_500,primary clear
test_501,haze primary
test_502,cloudy
test_503,cloudy
test_504,primary partly_cloudy
test_505,haze primary water
test_506,haze primary water
test_507,cloudy
test_508,primary clear water road
test_509,haze primary water
test_510,primary clear
test_511,haze primary water
test_512,cloudy
test_513,haze primary
test_514,cloudy
test_515,primary partly_cloudy
test_516,haze primary agriculture
test_517,primary water partly_cloudy
test_518,primary water partly_cloudy
test_519,haze primary water
test_520,cloudy
test_521,haze primary water
test_522,primary water partly_cloudy
test_523,primary agriculture partly_cloudy
test_524,cloudy
test_525,cloudy
test_526,primary clear water
test_527,primary agriculture clear road
test_528,primary clear road
test_529,primary partly_cloudy
test_530,cloudy
test_531,primary clear water
test_532,primary agriculture water cultivation partly_cloudy
test_533,primary agriculture clear water road
test_534,primary clear
test_535,haze primary water
test_536,cloudy
test_537,primary water partly_cloudy
test_538,cloudy
test_539,primary water partly_cloudy
test_540,primary agriculture clear water road
test_541,cloudy
test_542,haze primary water
test_543,cloudy
test_544,primary clear water
test_545,primary agriculture clear water
test_546,primary clear water
test_547,haze primary water
test_548,primary agriculture partly_cloudy
test_549,cloudy
test_550,primary clear water road
test_551,primary partly_cloudy
test_552,primary clear
test_553,haze primary water
test_554,primary road partly_cloudy
test_555,haze primary water
test_556,primary clear
test_557,primary clear road
test_558,primary water partly_cloudy
test_559,haze primary water
test_560,primary water road partly_cloudy
test_561,primary agriculture water road partly_cloudy
test_562,primary agriculture partly_cloudy
test_563,cloudy
test_564,primary clear water
test_565,cloudy
test_566,haze primary
test_567,primary partly_cloudy
test_568,primary agriculture partly_cloudy
test_569,primary clear water
test_570,primary water road partly_cloudy
test_571,primary water road partly_cloudy
test_572,primary water partly_cloudy
test_573,primary water partly_cloudy
test_574,primary clear road
test_575,haze primary
test_576,primary clear water
test_577,cloudy
test_578,cloudy
test_579,haze primary
test_580,primary water partly_cloudy
test_581,primary clear water
test_582,primary water partly_cloudy
test_583,primary clear water road
test_584,haze primary water
test_585,primary clear
test_586,haze primary water
test_587,primary water partly_cloudy
test_588,primary clear road
test_589,primary partly_cloudy
test_590,primary clear water road
test_591,cloudy
test_592,primary agriculture clear
test_593,primary clear water
test_594,primary water partly_cloudy
test_595,primary agriculture partly_cloudy
test_596,primary clear water
test_597,primary water partly_cloudy
test_598,primary partly_cloudy
test_599,haze primary water road
test_600,primary water partly_cloudy
test_601,cloudy
test_602,cloudy
test_603,primary clear
test_604,cloudy
test_605,primary partly_cloudy
test_606,primary clear water
test_607,primary road partly_cloudy
test_608,primary clear
test_609,cloudy
test_610,primary water partly_cloudy
test_611,primary clear water
test_612,primary clear
test_613,primary partly_cloudy
test_614,primary clear water
test_615,primary clear water
test_616,cloudy
test_617,haze primary
test_618,primary clear water
test_619,primary clear water
test_620,primary water partly_cloudy
test_621,cloudy
test_622,primary clear water
test_623,haze primary water
test_624,primary water road partly_cloudy
test_625,primary partly_cloudy
test_626,cloudy
test_627,cloudy
test_628,haze primary water
test_629,primary clear road
test_630,cloudy
test_631,cloudy
test_632,cloudy
test_633,primary agriculture clear water road
test_634,primary clear water
test_635,haze primary water
test_636,primary clear
test_637,primary clear water
test_638,primary clear water road
test_639,primary water partly_cloudy
test_640,cloudy
test_641,cloudy
test_642,primary clear water
test_643,primary clear
test_644,cloudy
test_645,primary partly_cloudy
test_646,primary water partly_cloudy
test_647,primary agriculture cultivation partly_cloudy
test_648,primary clear water
test_649,primary clear water
test_650,primary clear water
test_651,haze primary water
test_652,cloudy
test_653,primary water partly_cloudy
test_654,cloudy
test_655,primary clear road
test_656,primary agriculture clear water road
test_657,primary water partly_cloudy
test_658,primary clear water
test_659,cloudy
test_660,primary water partly_cloudy
test_661,primary clear
test_662,cloudy
test_663,primary water partly_cloudy
test_664,primary clear
test_665,primary clear
test_666,primary clear water
test_667,haze primary
test_668,primary clear water
test_669,haze primary water
test_670,primary agriculture partly_cloudy
test_671,cloudy
test_672,primary clear water road
test_673,cloudy
test_674,primary water partly_cloudy
test_675,cloudy
test_676,primary water partly_cloudy
test_677,primary clear road
test_678,primary partly_cloudy
test_679,cloudy
test_680,primary agriculture clear water
test_681,primary water partly_cloudy
test_682,haze primary water
test_683,primary agriculture road partly_cloudy
test_684,primary clear water
test_685,primary clear water road
test_686,primary clear water
test_687,cloudy
test_688,primary water partly_cloudy
test_689,primary agriculture clear water road
test_690,primary clear
test_691,primary agriculture partly_cloudy
test_692,cloudy
test_693,primary water partly_cloudy
test_694,primary clear water
test_695,primary agriculture water partly_cloudy
test_696,cloudy
test_697,primary water partly_cloudy
test_698,primary clear water
test_699,primary agriculture road partly_cloudy
test_700,cloudy
test_701,primary clear
test_702,cloudy
test_703,primary clear water
test_704,haze primary
test_705,primary agriculture road partly_cloudy bare_ground
test_706,haze primary
test_707,primary agriculture clear water road
test_708,primary clear
test_709,primary clear
test_710,primary clear water road
test_711,haze primary
test_712,cloudy
test_713,primary clear
test_714,cloudy
test_715,primary agriculture partly_cloudy
test_716,haze primary water
test_717,primary water partly_cloudy
test_718,primary clear water road
test_719,cloudy
test_720,haze primary water
test_721,primary clear water
test_722,haze primary water
test_723,primary partly_cloudy
test_724,cloudy
test_725,primary clear
test_726,cloudy
test_727,primary water partly_cloudy
test_728,primary clear
test_729,primary agriculture clear water
test_730,primary water partly_cloudy
test_731,haze primary
test_732,primary agriculture water partly_cloudy
test_733,haze primary water
test_734,primary clear water
test_735,primary clear water
test_736,primary agriculture clear water
test_737,primary agriculture clear water
test_738,haze primary water
test_739,primary agriculture clear
test_740,cloudy
test_741,cloudy
test_742,cloudy
test_743,primary agriculture clear road
test_744,primary agriculture clear water
test_745,primary water road partly_cloudy
test_746,cloudy
test_747,cloudy
test_748,cloudy
test_749,primary partly_cloudy
test_750,primary clear
test_751,cloudy
test_752,cloudy
test_753,primary agriculture clear water road
test_754,cloudy
test_755,cloudy
test_756,primary clear
test_757,primary clear
test_758,primary clear
test_759,primary water partly_cloudy
test_760,primary agriculture clear water road
test_761,primary partly_cloudy
test_762,primary clear
test_763,cloudy
test_764,primary water partly_cloudy
test_765,cloudy
test_766,haze primary water
test_767,primary clear water road
test_768,primary clear road
test_769,cloudy
test_770,primary clear
test_771,haze primary water
test_772,primary agriculture partly_cloudy
test_773,cloudy
test_774,primary partly_cloudy
test_775,primary partly_cloudy
test_776,clear water road
test_777,primary clear water
test_778,primary agriculture water partly_cloudy
test_779,primary clear water
test_780,primary clear water road
test_781,primary agriculture clear
test_782,primary water partly_cloudy
test_783,cloudy
test_784,primary clear road
test_785,primary partly_cloudy
test_786,primary agriculture road partly_cloudy
test_787,primary water partly_cloudy
test_788,cloudy
test_789,primary water partly_cloudy
test_790,primary clear water
test_791,primary water partly_cloudy
test_792,cloudy
test_793,primary partly_cloudy
test_794,primary clear water
test_795,primary clear
test_796,cloudy
test_797,primary water partly_cloudy
test_798,cloudy
test_799,primary clear water road
test_800,haze primary
test_801,primary agriculture clear water
test_802,primary water partly_cloudy
test_803,primary water partly_cloudy
test_804,cloudy
test_805,cloudy
test_806,cloudy
test_807,primary agriculture partly_cloudy
test_808,haze primary water road
test_809,cloudy
test_810,primary water partly_cloudy
test_811,cloudy
test_812,primary clear water
test_813,primary clear
test_814,primary clear water
test_815,haze primary
test_816,primary clear
test_817,primary clear
test_818,primary partly_cloudy
test_819,cloudy
test_820,haze primary
test_821,primary water partly_cloudy
test_822,primary agriculture clear road
test_823,cloudy
test_824,haze primary
test_825,primary partly_cloudy
test_826,primary clear water
test_827,primary clear water road
test_828,haze primary water
test_829,cloudy
test_830,cloudy
test_831,cloudy
test_832,primary partly_cloudy
test_833,cloudy
test_834,primary clear water
test_835,cloudy
test_836,cloudy
test_837,primary clear water
test_838,primary agriculture clear
test_839,primary clear water
test_840,primary agriculture clear water road
test_841,primary agriculture clear water road
test_842,cloudy
test_843,cloudy
test_844,primary clear water
test_845,cloudy
test_846,primary water partly_cloudy
test_847,primary agriculture water partly_cloudy
test_848,cloudy
test_849,cloudy
test_850,haze primary water
test_851,primary clear road
test_852,cloudy
test_853,cloudy
test_854,primary agriculture clear water road
test_855,cloudy
test_856,haze primary
test_857,primary clear water
test_858,cloudy
test_859,primary water partly_cloudy
test_860,primary agriculture clear
test_861,primary clear
test_862,primary water partly_cloudy
test_863,primary agriculture water road partly_cloudy
test_864,cloudy
test_865,cloudy
test_866,primary partly_cloudy
test_867,cloudy
test_868,haze primary
test_869,primary agriculture clear road
test_870,haze primary water road
test_871,primary road partly_cloudy
test_872,primary clear water
test_873,primary agriculture clear road
test_874,primary clear road
test_875,primary partly_cloudy
test_876,primary agriculture clear road
test_877,primary agriculture water partly_cloudy
test_878,primary water partly_cloudy
test_879,haze primary water
test_880,haze primary water road
test_881,primary agriculture clear road
test_882,cloudy
test_883,cloudy
test_884,primary agriculture clear road
test_885,primary clear water road
test_886,primary partly_cloudy
test_887,primary water partly_cloudy
test_888,primary road partly_cloudy
test_889,cloudy
test_890,primary clear water road
test_891,primary clear water road
test_892,primary partly_cloudy
test_893,primary water partly_cloudy
test_894,primary agriculture clear water road
test_895,cloudy
test_896,primary agriculture water partly_cloudy
test_897,cloudy
test_898,primary clear
test_899,primary partly_cloudy
test_900,primary clear water
test_901,primary clear
test_902,cloudy
test_903,primary agriculture partly_cloudy
test_904,primary water partly_cloudy
test_905,haze primary
test_906,primary water partly_cloudy
test_907,haze primary
test_908,cloudy
test_909,primary agriculture clear road
test_910,primary clear
test_911,haze primary
test_912,primary agriculture partly_cloudy
test_913,primary agriculture cultivation partly_cloudy
test_914,cloudy
test_915,primary clear
test_916,primary clear water road
test_917,cloudy
test_918,primary clear water road
test_919,cloudy
test_920,primary clear water road
test_921,cloudy
test_922,cloudy
test_923,primary water partly_cloudy
test_924,primary water partly_cloudy
test_925,primary partly_cloudy
test_926,primary clear road
test_927,cloudy
test_928,primary clear water
test_929,primary agriculture partly_cloudy
test_930,primary clear water road
test_931,cloudy
test_932,primary clear water road
test_933,primary clear water
test_934,primary agriculture partly_cloudy
test_935,primary clear water
test_936,primary water partly_cloudy
test_937,cloudy
test_938,primary clear water
test_939,primary clear water road
test_940,primary clear road
test_941,primary agriculture clear
test_942,primary water partly_cloudy
test_943,primary partly_cloudy
test_944,cloudy
test_945,cloudy
test_946,primary clear water
test_947,primary clear water
test_948,primary partly_cloudy
test_949,primary agriculture partly_cloudy
test_950,primary agriculture partly_cloudy
test_951,cloudy
test_952,primary water partly_cloudy
test_953,primary water partly_cloudy
test_954,primary partly_cloudy
test_955,primary clear water
test_956,primary partly_cloudy
test_957,cloudy
test_958,cloudy
test_959,cloudy
test_960,primary partly_cloudy
test_961,primary partly_cloudy
test_962,cloudy
test_963,primary agriculture clear water road
test_964,primary clear road
test_965,haze primary water
test_966,cloudy
test_967,primary clear
test_968,primary agriculture water partly_cloudy
test_969,haze primary water
test_970,primary clear road
test_971,cloudy
test_972,primary clear
test_973,primary agriculture water road partly_cloudy
test_974,cloudy
test_975,primary clear water road
test_976,primary agriculture clear water cultivation
test_977,haze primary water
test_978,haze primary water
test_979,primary water partly_cloudy
test_980,primary clear water
test_981,cloudy
test_982,primary clear water
test_983,primary partly_cloudy
test_984,primary clear water
test_985,primary clear water
test_986,primary agriculture clear water road
test_987,cloudy
test_988,haze primary water
test_989,primary clear water road
test_990,cloudy
test_991,primary clear water road
test_992,primary clear
test_993,primary clear water
test_994,primary agriculture clear road
test_995,primary clear water road
test_996,primary clear water
test_997,primary clear water road
test_998,cloudy
test_999,primary water partly_cloudy
test_1000,primary water partly_cloudy
test_1001,primary clear
test_1002,haze primary water
test_1003,primary clear water
test_1004,haze primary water
test_1005,primary clear habitation road
test_1006,primary water partly_cloudy
test_1007,cloudy
test_1008,primary partly_cloudy
test_1009,haze primary water
test_1010,cloudy
test_1011,cloudy
test_1012,primary clear water road
test_1013,primary partly_cloudy
test_1014,primary clear water road
test_1015,haze primary water
test_1016,primary agriculture water cultivation partly_cloudy
test_1017,cloudy
test_1018,primary clear water
test_1019,primary water partly_cloudy
test_1020,primary clear water
test_1021,primary agriculture partly_cloudy
test_1022,cloudy
test_1023,cloudy
test_1024,haze primary water
test_1025,primary agriculture clear water
test_1026,cloudy
test_1027,primary clear water
test_1028,primary partly_cloudy
test_1029,primary water partly_cloudy
test_1030,primary clear
test_1031,primary clear water road bare_ground
test_1032,cloudy
test_1033,primary water partly_cloudy
test_1034,primary clear water road
test_1035,primary clear
test_1036,cloudy
test_1037,primary agriculture clear water road
test_1038,primary clear
test_1039,cloudy
test_1040,haze primary
test_1041,primary agriculture partly_cloudy
test_1042,primary clear water
test_1043,cloudy
test_1044,primary water partly_cloudy
test_1045,haze primary water
test_1046,primary clear road
test_1047,primary clear water
test_1048,haze primary water
test_1049,haze primary
test_1050,cloudy
test_1051,primary clear water road
test_1052,primary agriculture clear water road
test_1053,cloudy
test_1054,primary partly_cloudy
test_1055,primary clear water road
test_1056,cloudy
test_1057,primary clear water
test_1058,haze primary water
test_1059,primary water road partly_cloudy
test_1060,primary agriculture clear water road
test_1061,primary clear water road
test_1062,cloudy
test_1063,haze primary
test_1064,primary agriculture clear
test_1065,primary clear water road
test_1066,primary agriculture clear water road
test_1067,primary agriculture clear water road bare_ground
test_1068,cloudy
test_1069,primary agriculture partly_cloudy
test_1070,cloudy
test_1071,primary clear water
test_1072,primary clear water road
test_1073,primary clear water
test_1074,cloudy
test_1075,primary partly_cloudy
test_1076,haze primary water
test_1077,primary clear water road
test_1078,cloudy
test_1079,cloudy
test_1080,haze primary
test_1081,haze primary
test_1082,cloudy
test_1083,primary clear water
test_1084,cloudy
test_1085,haze primary water
test_1086,cloudy
test_1087,primary clear water
test_1088,primary clear
test_1089,primary clear
test_1090,primary clear water road
test_1091,primary agriculture clear water
test_1092,cloudy
test_1093,primary clear water road bare_ground
test_1094,primary clear water road
test_1095,primary clear water
test_1096,primary partly_cloudy
test_1097,primary water partly_cloudy
test_1098,primary water partly_cloudy
test_1099,primary partly_cloudy
test_1100,primary water partly_cloudy
test_1101,primary agriculture water road partly_cloudy
test_1102,primary agriculture water partly_cloudy
test_1103,cloudy
test_1104,haze primary water
test_1105,cloudy
test_1106,primary clear water road
test_1107,primary clear water
test_1108,cloudy
test_1109,cloudy
test_1110,cloudy
test_1111,primary agriculture clear water road
test_1112,primary clear water road
test_1113,primary clear water
test_1114,cloudy
test_1115,primary clear water
test_1116,primary clear water
test_1117,primary agriculture road partly_cloudy
test_1118,primary clear
test_1119,haze primary water
test_1120,primary clear water road
test_1121,haze primary water
test_1122,primary clear
test_1123,primary agriculture clear water
test_1124,primary agriculture clear water
test_1125,primary agriculture water road partly_cloudy
test_1126,primary partly_cloudy
test_1127,primary clear water
test_1128,primary water partly_cloudy
test_1129,primary water partly_cloudy
test_1130,primary clear water road
test_1131,cloudy
test_1132,cloudy
test_1133,cloudy
test_1134,cloudy
test_1135,cloudy
test_1136,haze primary
test_1137,primary clear water
test_1138,primary clear water
test_1139,cloudy
test_1140,primary agriculture partly_cloudy
test_1141,primary water partly_cloudy
test_1142,cloudy
test_1143,primary clear water road
test_1144,primary agriculture water partly_cloudy
test_1145,cloudy
test_1146,primary agriculture clear road
test_1147,cloudy
test_1148,primary clear
test_1149,cloudy
test_1150,primary clear water
test_1151,haze primary
test_1152,haze primary water
test_1153,primary clear
test_1154,haze primary water
test_1155,haze primary water
test_1156,primary water partly_cloudy
test_1157,cloudy
test_1158,primary water partly_cloudy
test_1159,cloudy
test_1160,cloudy
test_1161,cloudy
test_1162,primary water partly_cloudy
test_1163,primary water partly_cloudy
test_1164,cloudy
test_1165,primary water partly_cloudy
test_1166,haze primary
test_1167,primary clear water road
test_1168,primary water partly_cloudy
test_1169,haze primary water
test_1170,cloudy
test_1171,haze primary
test_1172,cloudy
test_1173,primary clear water
test_1174,primary clear
test_1175,primary partly_cloudy
test_1176,primary water partly_cloudy
test_1177,cloudy
test_1178,primary agriculture clear road
test_1179,primary agriculture clear
test_1180,primary water partly_cloudy
