image_name,tags
test_127,cloudy
test_128,clear primary
test_129,clear primary
test_130,clear
test_131,clear
test_132,clear
test_133,clear
test_134,clear
test_135,clear
test_136,clear
test_137,clear cultivation
test_138,partly_cloudy
test_139,clear primary
test_140,clear
test_141,clear primary
test_142,clear
test_143,clear
test_144,clear
test_145,clear
test_146,clear
test_147,clear
test_148,partly_cloudy primary
test_149,partly_cloudy
test_150,clear
test_151,clear
test_152,clear
test_153,clear primary
test_154,clear
test_155,clear
test_156,partly_cloudy
test_157,partly_cloudy
test_158,clear
test_159,partly_cloudy
test_160,haze
test_161,clear
test_162,haze
test_163,partly_cloudy
test_164,haze primary
test_165,partly_cloudy
test_166,clear primary
test_167,clear
test_168,clear primary
test_169,partly_cloudy
test_170,partly_cloudy
test_171,cloudy
test_172,cloudy
test_173,clear
test_174,clear
test_175,clear primary
test_176,partly_cloudy
test_177,partly_cloudy primary
test_178,haze primary
test_179,clear
test_180,clear primary
test_181,clear
test_182,partly_cloudy
test_183,haze primary
test_184,clear primary
test_185,partly_cloudy
test_186,clear
test_187,partly_cloudy
test_188,clear
test_189,clear
test_190,clear
test_191,clear
test_192,clear primary
test_193,clear
test_194,clear
test_195,clear
test_196,clear
test_197,clear primary
test_198,partly_cloudy
test_199,clear
test_200,clear primary
test_201,cloudy
test_202,clear
test_203,cloudy
test_204,clear
test_205,clear
test_206,clear
test_207,clear primary
test_208,haze
test_209,clear primary
test_210,clear
test_211,clear
test_212,partly_cloudy
test_213,clear
test_214,partly_cloudy primary
test_215,clear
test_216,clear
test_217,clear
test_218,clear
test_219,clear
test_220,cloudy
test_221,haze
test_222,cloudy
test_223,clear primary
test_224,clear
test_225,clear primary
test_226,clear
test_227,partly_cloudy
test_228,clear
test_229,clear
test_230,partly_cloudy
test_231,partly_cloudy
test_232,haze primary
test_233,clear primary
test_234,clear primary
test_235,clear
test_236,clear
test_237,partly_cloudy
test_238,partly_cloudy
test_239,clear
test_240,clear
test_241,partly_cloudy
test_242,clear
test_243,partly_cloudy
test_244,clear
test_245,clear primary
test_246,clear
test_247,clear primary
test_248,clear
test_249,clear
test_250,clear
test_251,clear
test_252,clear
test_253,partly_cloudy
test_254,clear
test_255,clear
test_256,clear primary
test_257,clear
test_258,clear
test_259,clear
test_260,clear primary
test_261,clear
test_262,clear
test_263,clear
test_264,haze primary
test_265,partly_cloudy
test_266,partly_cloudy primary
test_267,clear
test_268,clear
test_269,clear
test_270,partly_cloudy
test_271,clear primary
test_272,clear
test_273,haze primary
test_274,clear
test_275,cloudy
test_276,clear
test_277,haze
test_278,clear primary
test_279,partly_cloudy primary
test_280,partly_cloudy
test_281,clear
test_282,clear
test_283,clear
test_284,clear
test_285,clear
test_286,partly_cloudy primary
test_287,clear
test_288,clear
test_289,clear
test_290,clear
test_291,clear
test_292,clear
test_293,clear
test_294,clear primary
test_295,clear
test_296,partly_cloudy
test_297,clear
test_298,partly_cloudy
test_299,clear
test_300,cloudy
test_301,clear
test_302,clear
test_303,partly_cloudy
test_304,clear
test_305,haze
test_306,clear
test_307,clear
test_308,partly_cloudy primary
test_309,clear primary
test_310,haze primary
test_311,clear primary
test_312,clear
test_313,clear
test_314,cloudy
test_315,clear primary
test_316,cloudy
test_317,clear
test_318,partly_cloudy
test_319,partly_cloudy
test_320,clear
test_321,clear primary
test_322,clear
test_323,clear
test_324,clear
test_325,clear
test_326,clear
test_327,clear
test_328,clear
test_329,partly_cloudy
test_330,clear
test_331,haze primary
test_332,clear
test_333,partly_cloudy
test_334,cloudy
test_335,partly_cloudy
test_336,clear primary
test_337,clear
test_338,clear
test_339,partly_cloudy primary
test_340,clear
test_341,clear
test_342,cloudy
test_343,clear
test_344,clear
test_345,partly_cloudy
test_346,clear primary
test_347,clear
test_348,haze
test_349,clear
test_350,clear
test_351,clear
test_352,clear primary
test_353,cloudy
test_354,clear primary
test_355,clear
test_356,clear
test_357,clear
test_358,haze
test_359,clear
test_360,clear
test_361,cloudy
test_362,clear
test_363,partly_cloudy
test_364,clear
test_365,clear
test_366,clear
test_367,haze primary
test_368,clear
test_369,clear
test_370,clear
test_371,clear
test_372,clear
test_373,cloudy
test_374,haze
test_375,partly_cloudy primary
test_376,clear
test_377,partly_cloudy
test_378,partly_cloudy
test_379,cloudy
test_380,clear
test_381,clear primary
test_382,partly_cloudy
test_383,clear
test_384,clear
test_385,partly_cloudy
test_386,clear primary
test_387,clear
test_388,clear
test_389,clear
test_390,clear
test_391,clear primary
test_392,partly_cloudy
test_393,clear
test_394,clear
test_395,clear
test_396,clear
test_397,clear primary
test_398,clear
test_399,clear
test_400,clear
test_401,clear
test_402,cloudy
test_403,clear
test_404,clear
test_405,clear
test_406,haze primary
test_407,clear primary
test_408,clear
test_409,clear primary
test_410,cloudy
test_411,clear
test_412,clear
test_413,clear primary
test_414,cloudy
test_415,clear primary
test_416,clear
test_417,clear
test_418,clear
test_419,partly_cloudy
test_420,clear
test_421,partly_cloudy primary
test_422,clear
test_423,clear
test_424,clear water
test_425,clear primary
test_426,clear
test_427,clear
test_428,clear
test_429,partly_cloudy
test_430,partly_cloudy
test_431,clear primary
test_432,clear primary
test_433,clear
test_434,clear
test_435,partly_cloudy
test_436,cloudy
test_437,clear
test_438,clear
test_439,clear
test_440,partly_cloudy
test_441,clear
test_442,clear
test_443,partly_cloudy
test_444,partly_cloudy
test_445,clear
test_446,partly_cloudy
test_447,clear
test_448,clear
test_449,haze
test_450,partly_cloudy primary
test_451,cloudy
test_452,haze
test_453,clear
test_454,clear primary
test_455,clear
test_456,cloudy
test_457,partly_cloudy
test_458,clear
test_459,clear
test_460,clear
test_461,clear
test_462,clear
test_463,clear primary
test_464,partly_cloudy primary
test_465,clear
test_466,clear
test_467,clear primary
test_468,clear
test_469,clear
test_470,clear primary
test_471,clear
test_472,partly_cloudy
test_473,clear
test_474,partly_cloudy primary
test_475,clear
test_476,partly_cloudy
test_477,clear
test_478,clear
test_479,cloudy
test_480,clear
test_481,clear primary
test_482,clear
test_483,partly_cloudy
test_484,partly_cloudy
test_485,clear primary
test_486,clear primary
test_487,partly_cloudy
test_488,clear
test_489,clear
test_490,partly_cloudy
test_491,clear
test_492,clear
test_493,clear
test_494,clear
test_495,clear primary
test_496,partly_cloudy primary
test_497,clear
test_498,clear primary
test_499,clear primary
test_500,clear
test_501,clear
test_502,clear primary
test_503,clear
test_504,partly_cloudy primary
test_505,clear
test_506,clear primary
test_507,cloudy
test_508,clear
test_509,clear
test_510,clear
test_511,clear
test_512,cloudy
test_513,clear
test_514,partly_cloudy
test_515,partly_cloudy primary
test_516,clear
test_517,clear
test_518,partly_cloudy
test_519,haze
test_520,cloudy
test_521,partly_cloudy
test_522,clear
test_523,partly_cloudy primary
test_524,partly_cloudy
test_525,clear primary
test_526,clear
test_527,clear
test_528,clear
test_529,partly_cloudy primary
test_530,haze
test_531,clear
test_532,clear
test_533,clear primary
test_534,clear
test_535,clear
test_536,clear
test_537,partly_cloudy primary
test_538,clear
test_539,partly_cloudy
test_540,clear water
test_541,haze
test_542,clear
test_543,clear primary
test_544,clear
test_545,clear
test_546,clear
test_547,clear primary
test_548,partly_cloudy
test_549,haze
test_550,clear
test_551,partly_cloudy
test_552,clear
test_553,clear
test_554,clear primary
test_555,clear primary
test_556,cloudy
test_557,clear primary
test_558,partly_cloudy
test_559,clear
test_560,clear
test_561,partly_cloudy
test_562,clear
test_563,clear
test_564,clear
test_565,partly_cloudy
test_566,clear primary
test_567,partly_cloudy
test_568,clear
test_569,clear
test_570,partly_cloudy
test_571,clear
test_572,partly_cloudy
test_573,clear
test_574,clear
test_575,clear primary
test_576,clear
test_577,partly_cloudy primary
test_578,haze
test_579,clear primary
test_580,clear
test_581,clear
test_582,clear
test_583,clear
test_584,clear
test_585,clear primary
test_586,clear
test_587,clear
test_588,clear
test_589,partly_cloudy
test_590,clear
test_591,clear
test_592,clear
test_593,clear
test_594,clear
test_595,partly_cloudy
test_596,clear
test_597,partly_cloudy
test_598,partly_cloudy
test_599,clear primary
test_600,clear primary
test_601,haze
test_602,cloudy
test_603,clear
test_604,cloudy
test_605,partly_cloudy
test_606,clear
test_607,partly_cloudy primary
test_608,clear
test_609,haze primary
test_610,clear
test_611,clear
test_612,clear primary
test_613,partly_cloudy
test_614,clear
test_615,clear
test_616,clear primary
test_617,clear primary
test_618,clear
test_619,partly_cloudy
test_620,clear
test_621,clear
test_622,clear
test_623,clear
test_624,clear
test_625,clear primary
test_626,clear primary
test_627,clear
test_628,clear primary
test_629,clear
test_630,clear
test_631,haze
test_632,cloudy
test_633,clear
test_634,clear
test_635,clear primary
test_636,clear primary
test_637,clear
test_638,clear
test_639,clear
test_640,clear
test_641,clear water
test_642,clear
test_643,clear
test_644,clear
test_645,partly_cloudy
test_646,partly_cloudy primary
test_647,clear
test_648,clear
test_649,clear
test_650,clear
test_651,clear
test_652,clear
test_653,partly_cloudy primary
test_654,cloudy
test_655,clear
test_656,clear
test_657,partly_cloudy
test_658,clear
test_659,clear
test_660,clear
test_661,clear
test_662,partly_cloudy
test_663,partly_cloudy primary
test_664,cloudy
test_665,clear
test_666,clear primary
test_667,clear
test_668,clear
test_669,clear primary
test_670,partly_cloudy
test_671,clear
test_672,clear primary
test_673,clear primary
test_674,partly_cloudy
test_675,cloudy
test_676,clear
test_677,clear primary
test_678,clear
test_679,cloudy
test_680,clear
test_681,clear primary
test_682,clear primary
test_683,partly_cloudy
test_684,clear
test_685,clear
test_686,clear
test_687,cloudy
test_688,clear
test_689,clear
test_690,clear primary
test_691,partly_cloudy
test_692,haze
test_693,clear primary
test_694,clear
test_695,clear
test_696,clear
test_697,partly_cloudy
test_698,clear
test_699,partly_cloudy
test_700,cloudy
test_701,clear
test_702,cloudy
test_703,clear
test_704,clear primary
test_705,clear
test_706,clear primary
test_707,clear
test_708,clear primary
test_709,cloudy
test_710,clear primary
test_711,clear primary
test_712,partly_cloudy
test_713,clear
test_714,cloudy
test_715,partly_cloudy
test_716,clear
test_717,clear
test_718,partly_cloudy
test_719,clear primary
test_720,clear
test_721,clear primary
test_722,clear primary
test_723,partly_cloudy
test_724,clear
test_725,clear
test_726,clear primary
test_727,partly_cloudy
test_728,clear
test_729,clear
test_730,clear
test_731,clear primary
test_732,clear
test_733,clear primary
test_734,clear
test_735,clear
test_736,partly_cloudy
test_737,clear water
test_738,clear
test_739,clear
test_740,clear
test_741,partly_cloudy
test_742,clear primary
test_743,clear
test_744,clear
test_745,clear primary
test_746,partly_cloudy primary
test_747,haze
test_748,clear
test_749,partly_cloudy
test_750,clear
test_751,clear
test_752,partly_cloudy
test_753,clear
test_754,cloudy
test_755,haze primary
test_756,clear
test_757,clear
test_758,cloudy
test_759,partly_cloudy
test_760,clear
test_761,partly_cloudy primary
test_762,clear
test_763,clear
test_764,clear
test_765,clear
test_766,clear primary
test_767,clear
test_768,clear primary
test_769,cloudy
test_770,clear
test_771,clear
test_772,partly_cloudy
test_773,partly_cloudy
test_774,clear
test_775,clear
test_776,clear
test_777,clear
test_778,clear
test_779,clear
test_780,clear
test_781,clear
test_782,clear
test_783,cloudy
test_784,clear
test_785,partly_cloudy
test_786,clear primary
test_787,clear
test_788,cloudy
test_789,partly_cloudy
test_790,clear
test_791,clear
test_792,clear
test_793,partly_cloudy
test_794,partly_cloudy
test_795,clear
test_796,clear
test_797,partly_cloudy primary
test_798,partly_cloudy
test_799,clear primary
test_800,clear primary
test_801,partly_cloudy
test_802,clear
test_803,clear
test_804,haze primary
test_805,clear primary
test_806,clear primary
test_807,clear
test_808,clear primary
test_809,clear
test_810,partly_cloudy
test_811,clear primary
test_812,clear
test_813,clear
test_814,clear
test_815,clear primary
test_816,clear water
test_817,cloudy
test_818,clear
test_819,cloudy
test_820,clear
test_821,clear
test_822,clear
test_823,cloudy
test_824,clear primary
test_825,haze
test_826,clear
test_827,clear primary
test_828,clear primary
test_829,clear
test_830,cloudy
test_831,clear
test_832,partly_cloudy
test_833,partly_cloudy
test_834,clear
test_835,clear
test_836,clear primary
test_837,partly_cloudy primary
test_838,clear
test_839,clear
test_840,clear
test_841,clear
test_842,clear primary
test_843,cloudy
test_844,clear
test_845,clear
test_846,clear
test_847,clear
test_848,cloudy
test_849,cloudy
test_850,clear
test_851,clear
test_852,partly_cloudy
test_853,clear
test_854,clear
test_855,clear
test_856,clear
test_857,partly_cloudy primary
test_858,haze
test_859,clear
test_860,clear
test_861,clear
test_862,partly_cloudy primary
test_863,clear
test_864,clear
test_865,cloudy
test_866,partly_cloudy
test_867,cloudy
test_868,clear
test_869,clear
test_870,clear
test_871,partly_cloudy
test_872,clear
test_873,clear
test_874,clear
test_875,partly_cloudy
test_876,clear
test_877,partly_cloudy
test_878,partly_cloudy primary
test_879,clear
test_880,clear primary
test_881,clear
test_882,clear
test_883,cloudy
test_884,clear primary
test_885,clear
test_886,haze
test_887,partly_cloudy
test_888,partly_cloudy
test_889,cloudy
test_890,clear
test_891,clear
test_892,partly_cloudy primary
test_893,partly_cloudy
test_894,clear
test_895,clear
test_896,partly_cloudy primary
test_897,cloudy
test_898,cloudy
test_899,clear
test_900,clear
test_901,clear
test_902,cloudy
test_903,partly_cloudy
test_904,partly_cloudy
test_905,clear primary
test_906,clear
test_907,clear primary
test_908,clear primary
test_909,clear
test_910,cloudy
test_911,clear primary
test_912,clear
test_913,clear
test_914,haze
test_915,clear primary
test_916,clear
test_917,haze
test_918,clear
test_919,haze primary
test_920,clear
test_921,cloudy
test_922,cloudy
test_923,clear
test_924,partly_cloudy
test_925,cloudy
test_926,clear
test_927,clear
test_928,clear
test_929,partly_cloudy primary
test_930,clear
test_931,clear primary
test_932,clear
test_933,clear primary
test_934,partly_cloudy
test_935,clear
test_936,partly_cloudy
test_937,cloudy
test_938,clear
test_939,clear water
test_940,clear
test_941,clear
test_942,clear
test_943,partly_cloudy primary
test_944,cloudy
test_945,clear primary
test_946,clear
test_947,partly_cloudy primary
test_948,clear
test_949,clear
test_950,partly_cloudy primary
test_951,clear
test_952,clear
test_953,clear
test_954,partly_cloudy
test_955,clear
test_956,partly_cloudy
test_957,partly_cloudy
test_958,haze
test_959,cloudy
test_960,partly_cloudy
test_961,partly_cloudy
test_962,clear
test_963,clear
test_964,clear primary
test_965,clear primary
test_966,clear
test_967,clear primary
test_968,clear
test_969,clear
test_970,clear primary
test_971,clear primary
test_972,clear
test_973,partly_cloudy
test_974,clear
test_975,clear
test_976,clear
test_977,clear
test_978,clear
test_979,partly_cloudy
test_980,clear
test_981,clear
test_982,clear
test_983,clear
test_984,clear
test_985,partly_cloudy
test_986,clear
test_987,clear
test_988,clear primary
test_989,clear
test_990,haze primary
test_991,clear
test_992,clear
test_993,clear
test_994,clear
test_995,clear
test_996,clear
test_997,clear primary
test_998,haze primary
test_999,clear
test_1000,clear
test_1001,clear primary
test_1002,clear primary
test_1003,partly_cloudy
test_1004,clear
test_1005,clear
test_1006,partly_cloudy primary
test_1007,clear
test_1008,partly_cloudy
test_1009,clear
test_1010,cloudy
test_1011,clear primary
test_1012,clear primary
test_1013,partly_cloudy
test_1014,clear
test_1015,clear
test_1016,clear
test_1017,haze
test_1018,partly_cloudy
test_1019,partly_cloudy
test_1020,clear
test_1021,partly_cloudy
test_1022,cloudy
test_1023,cloudy
test_1024,clear primary
test_1025,clear
test_1026,partly_cloudy
test_1027,clear
test_1028,partly_cloudy
test_1029,haze
test_1030,clear
test_1031,clear
test_1032,haze
test_1033,partly_cloudy
test_1034,clear primary
test_1035,clear
test_1036,clear primary
test_1037,clear
test_1038,clear
test_1039,cloudy
test_1040,clear
test_1041,partly_cloudy
test_1042,clear
test_1043,cloudy
test_1044,clear agriculture
test_1045,clear
test_1046,clear
test_1047,clear
test_1048,clear primary
test_1049,clear primary
test_1050,clear
test_1051,clear
test_1052,clear
test_1053,partly_cloudy primary
test_1054,partly_cloudy
test_1055,clear
test_1056,partly_cloudy primary
test_1057,clear
test_1058,clear
test_1059,clear primary
test_1060,clear
test_1061,clear primary
test_1062,partly_cloudy
test_1063,clear primary
test_1064,clear
test_1065,clear
test_1066,clear
test_1067,clear
test_1068,cloudy
test_1069,clear
test_1070,clear
test_1071,clear
test_1072,clear
test_1073,clear
test_1074,clear
test_1075,partly_cloudy
test_1076,clear
test_1077,clear
test_1078,clear
test_1079,clear
test_1080,clear
test_1081,clear primary
test_1082,cloudy
test_1083,clear
test_1084,clear primary
test_1085,clear primary
test_1086,clear
test_1087,clear
test_1088,clear primary
test_1089,clear
test_1090,clear
test_1091,clear
test_1092,clear
test_1093,clear primary
test_1094,clear
test_1095,clear
test_1096,partly_cloudy
test_1097,partly_cloudy
test_1098,clear primary
test_1099,clear primary
test_1100,haze
test_1101,clear
test_1102,clear
test_1103,clear
test_1104,clear
test_1105,clear
test_1106,clear primary
test_1107,clear
test_1108,partly_cloudy
test_1109,clear
test_1110,clear
test_1111,clear
test_1112,clear
test_1113,clear
test_1114,cloudy
test_1115,clear
test_1116,clear
test_1117,partly_cloudy
test_1118,cloudy
test_1119,clear
test_1120,clear primary
test_1121,clear primary
test_1122,clear
test_1123,clear
test_1124,clear primary
test_1125,clear
test_1126,partly_cloudy
test_1127,clear
test_1128,clear
test_1129,partly_cloudy
test_1130,clear
test_1131,cloudy
test_1132,cloudy
test_1133,clear primary
test_1134,clear
test_1135,clear
test_1136,clear primary
test_1137,clear
test_1138,clear primary
test_1139,cloudy
test_1140,partly_cloudy
test_1141,partly_cloudy primary
test_1142,haze
test_1143,clear
test_1144,clear
test_1145,clear
test_1146,clear
test_1147,cloudy
test_1148,clear
test_1149,cloudy
test_1150,clear
test_1151,clear
test_1152,clear
test_1153,clear
test_1154,clear primary
test_1155,clear
test_1156,clear
test_1157,partly_cloudy
test_1158,clear
test_1159,partly_cloudy
test_1160,clear
test_1161,partly_cloudy
test_1162,clear
test_1163,partly_cloudy
test_1164,clear
test_1165,clear
test_1166,clear primary
test_1167,clear
test_1168,clear
test_1169,clear primary
test_1170,clear
test_1171,clear
test_1172,clear primary
test_1173,clear
test_1174,clear
test_1175,partly_cloudy
test_1176,clear
test_1177,cloudy
test_1178,clear
test_1179,clear
test_1180,clear
test_1181,clear
test_1182,clear
test_1183,clear
test_1184,clear
test_1185,clear
test_1186,cloudy
test_1187,clear
test_1188,clear
test_1189,clear
test_1190,cloudy
test_1191,clear
test_1192,clear primary
test_1193,clear
test_1194,clear
test_1195,clear
test_1196,clear
test_1197,clear
test_1198,clear
test_1199,clear primary
test_1200,clear
test_1201,clear primary
test_1202,clear
test_1203,clear
test_1204,clear
test_1205,clear primary
test_1206,clear
test_1207,clear
test_1208,clear primary
test_1209,clear
test_1210,clear
test_1211,clear
test_1212,clear
test_1213,clear primary
test_1214,clear
test_1215,clear
test_1216,clear
test_1217,partly_cloudy
test_1218,clear
test_1219,partly_cloudy primary
test_1220,clear
test_1221,clear
test_1222,partly_cloudy
test_1223,partly_cloudy
test_1224,clear
test_1225,clear
test_1226,clear
test_1227,cloudy
test_1228,partly_cloudy
test_1229,partly_cloudy
test_1230,clear
test_1231,partly_cloudy
test_1232,clear primary
test_1233,clear
test_1234,clear
test_1235,clear
test_1236,clear
test_1237,clear
test_1238,haze primary
test_1239,clear
test_1240,clear primary
test_1241,partly_cloudy
test_1242,clear primary
test_1243,clear
test_1244,clear
test_1245,haze
test_1246,partly_cloudy
test_1247,clear
test_1248,clear
test_1249,clear primary
test_1250,clear
test_1251,clear primary
test_1252,clear
test_1253,partly_cloudy
test_1254,clear
test_1255,clear
test_1256,partly_cloudy
test_1257,clear primary
test_1258,clear
test_1259,partly_cloudy
test_1260,clear primary
test_1261,clear
test_1262,clear primary
test_1263,clear
test_1264,clear primary
test_1265,partly_cloudy
test_1266,clear primary
test_1267,clear
test_1268,clear
test_1269,clear primary
test_1270,clear
test_1271,clear primary
test_1272,partly_cloudy
test_1273,clear primary
test_1274,clear
test_1275,clear primary
test_1276,clear
test_1277,clear
test_1278,partly_cloudy
test_1279,partly_cloudy primary
test_1280,clear
test_1281,clear
test_1282,clear
test_1283,cloudy
test_1284,clear
test_1285,clear primary
test_1286,clear
test_1287,clear
test_1288,clear
test_1289,clear primary
test_1290,partly_cloudy
test_1291,clear
test_1292,clear
test_1293,clear
test_1294,partly_cloudy
test_1295,partly_cloudy
test_1296,clear
test_1297,cloudy
test_1298,clear
test_1299,clear
test_1300,partly_cloudy
test_1301,clear
test_1302,cloudy
test_1303,partly_cloudy
test_1304,partly_cloudy primary
test_1305,clear primary
test_1306,haze
test_1307,partly_cloudy
test_1308,clear
test_1309,clear
test_1310,clear
test_1311,clear
test_1312,partly_cloudy
test_1313,partly_cloudy
test_1314,clear
test_1315,clear
test_1316,clear
test_1317,clear
test_1318,clear
test_1319,clear primary
test_1320,clear primary
test_1321,clear
test_1322,clear
test_1323,partly_cloudy
test_1324,clear
test_1325,clear primary
test_1326,clear
test_1327,haze primary
test_1328,clear
test_1329,clear
test_1330,clear
test_1331,partly_cloudy
test_1332,clear
test_1333,clear
test_1334,partly_cloudy
test_1335,partly_cloudy
test_1336,partly_cloudy
test_1337,clear
test_1338,clear
test_1339,partly_cloudy
test_1340,cloudy
test_1341,clear
test_1342,clear
test_1343,partly_cloudy
test_1344,clear
test_1345,clear
test_1346,clear
test_1347,clear primary
test_1348,clear
test_1349,partly_cloudy
test_1350,clear
test_1351,clear
test_1352,clear
test_1353,clear
test_1354,partly_cloudy
test_1355,clear
test_1356,clear
test_1357,clear
test_1358,clear
test_1359,clear
test_1360,partly_cloudy
test_1361,clear
test_1362,clear primary
test_1363,haze
test_1364,partly_cloudy
test_1365,haze primary
test_1366,clear
test_1367,partly_cloudy
test_1368,clear
test_1369,clear
test_1370,clear
test_1371,cloudy
test_1372,cloudy
test_1373,partly_cloudy
test_1374,clear
test_1375,clear
test_1376,clear
test_1377,partly_cloudy
test_1378,clear
test_1379,partly_cloudy
test_1380,clear
test_1381,clear
test_1382,clear
test_1383,clear
test_1384,clear
test_1385,clear
test_1386,cloudy
test_1387,clear
test_1388,clear
test_1389,clear
test_1390,partly_cloudy
test_1391,clear
test_1392,clear
test_1393,clear
test_1394,clear
test_1395,clear
test_1396,haze
test_1397,clear primary
test_1398,partly_cloudy agriculture
test_1399,clear
test_1400,partly_cloudy
test_1401,clear
test_1402,clear
test_1403,clear
test_1404,partly_cloudy primary
test_1405,clear
test_1406,partly_cloudy
test_1407,partly_cloudy
test_1408,clear primary
test_1409,clear
test_1410,clear primary
test_1411,clear primary
test_1412,clear primary
test_1413,partly_cloudy
test_1414,clear
test_1415,partly_cloudy primary
test_1416,haze primary
test_1417,clear
test_1418,clear
test_1419,clear
test_1420,clear
test_1421,clear
test_1422,clear
test_1423,partly_cloudy
test_1424,clear
test_1425,cloudy
test_1426,clear primary
test_1427,clear
test_1428,clear
test_1429,clear
test_1430,clear
test_1431,clear
test_1432,clear
test_1433,clear
test_1434,clear
test_1435,clear
test_1436,clear
test_1437,clear
test_1438,clear
test_1439,clear
test_1440,partly_cloudy
test_1441,clear
test_1442,clear
test_1443,clear
test_1444,partly_cloudy
test_1445,cloudy
test_1446,clear
test_1447,clear primary
test_1448,clear
test_1449,clear
test_1450,cloudy
test_1451,partly_cloudy
test_1452,clear
test_1453,clear
test_1454,clear
test_1455,partly_cloudy primary
test_1456,clear primary
test_1457,cloudy
test_1458,clear
test_1459,clear
test_1460,clear
test_1461,clear
test_1462,clear primary
test_1463,clear
test_1464,partly_cloudy
test_1465,partly_cloudy
test_1466,partly_cloudy
test_1467,clear
test_1468,clear primary
test_1469,partly_cloudy
test_1470,haze
test_1471,clear
test_1472,clear primary
test_1473,clear
test_1474,clear
test_1475,partly_cloudy
test_1476,cloudy
test_1477,partly_cloudy
test_1478,clear
test_1479,clear
test_1480,haze primary
test_1481,partly_cloudy
test_1482,clear
test_1483,clear
test_1484,clear
test_1485,clear primary
test_1486,partly_cloudy
test_1487,clear
test_1488,partly_cloudy
test_1489,clear
test_1490,clear
test_1491,clear
test_1492,clear primary
test_1493,clear
test_1494,clear
test_1495,partly_cloudy
test_1496,clear
test_1497,clear
test_1498,partly_cloudy
test_1499,partly_cloudy primary
test_1500,clear
test_1501,clear
test_1502,clear
test_1503,clear primary
test_1504,clear
test_1505,partly_cloudy
test_1506,clear
test_1507,clear
test_1508,clear primary
test_1509,clear
test_1510,clear
test_1511,partly_cloudy primary
test_1512,cloudy
test_1513,clear primary
test_1514,haze
test_1515,clear
test_1516,clear primary
test_1517,haze
test_1518,clear primary
test_1519,cloudy
test_1520,clear primary
test_1521,clear
test_1522,clear primary
test_1523,partly_cloudy
test_1524,clear primary
test_1525,partly_cloudy
test_1526,clear primary
test_1527,haze
test_1528,clear primary
test_1529,clear
test_1530,clear
test_1531,partly_cloudy
test_1532,clear primary
test_1533,cloudy
test_1534,haze
test_1535,cloudy
test_1536,cloudy
test_1537,clear primary
test_1538,clear
test_1539,clear primary
test_1540,clear
test_1541,partly_cloudy primary
test_1542,cloudy
test_1543,partly_cloudy
test_1544,clear
test_1545,clear
test_1546,clear
test_1547,partly_cloudy
test_1548,clear primary
test_1549,partly_cloudy
test_1550,clear
test_1551,clear primary
test_1552,partly_cloudy
test_1553,clear
test_1554,clear
test_1555,clear
test_1556,clear primary
test_1557,partly_cloudy
test_1558,haze
test_1559,haze
test_1560,clear primary
test_1561,haze
test_1562,partly_cloudy
test_1563,clear
test_1564,clear
test_1565,clear
test_1566,clear
test_1567,clear primary
test_1568,haze
test_1569,clear primary
test_1570,clear primary
test_1571,haze
test_1572,clear
test_1573,cloudy
test_1574,partly_cloudy
